feature	effect_mean_diff	std_effect	p_value	p_adj_bh	direction
f29445	1.1407657901145284e-05	0.2097715086279292	0.0001189802259136	0.0240902712961578	up
f32488	9.208041738020258e-07	0.0187823642450457	0.0001257727413814	0.0247195299022874	up
f25296	1.5833883750019595e-05	0.2177497201530039	0.0001255986467079	0.0247195299022874	up
f19531	6.103034531042795e-05	0.2696239873003262	0.000126045308015	0.0247195299022874	up
f4982	-0.0003908738444442	-0.3486410298989527	0.000126735871081	0.0247195299022874	down
f6272	2.9275863926159216e-06	0.2205058114818397	0.0001282155695758	0.0247959617279149	up
f9223	2.6720120267782477e-06	0.1514549778045792	0.0001294877481154	0.0247959617279149	up
f11275	2.8925109167175833e-05	0.2043161160967074	0.0001301545842651	0.0247959617279149	up
f21101	5.071377414424205e-06	0.2141805495977878	0.0001286715099562	0.0247959617279149	up
f26978	2.567039970017504e-06	0.1613285028088304	0.0001311744773606	0.0248458108332653	up
f32551	4.44863053780864e-06	0.4448873928286183	0.0001329688829984	0.0249668001561995	up
f19684	1.1386924228645512e-05	0.1506195718395697	0.0001339981158099	0.0249668001561995	up
f14466	3.6033216274518058e-06	0.320778507357081	0.0001342649386846	0.0249668001561995	up
f9463	0.0002862642771797	0.3518832969528871	0.0001348609505507	0.0249668001561995	up
f31643	1.2065220180375037e-06	0.1112970250498565	0.0001361730969346	0.0250680901143433	up
f25250	1.1695882021740549e-06	0.1482629548215184	0.0001375921888317	0.0251878259421188	up
f21116	1.8497625351301392e-06	0.1904136040555856	0.0001412318646736	0.025710476342365	up
f30235	4.011247545349761e-06	0.0335873911609414	0.0001437752426945	0.0259201045364889	up
f22013	2.4357810121728108e-05	0.1910764860886691	0.0001459329717455	0.0259201045364889	up
f21514	1.8747892827377656e-06	0.1386357192165136	0.000146338480812	0.0259201045364889	up
f14433	7.332263130592765e-06	0.1693618695693808	0.0001452943606858	0.0259201045364889	up
f1578	2.0234407838870538e-06	0.1610049408621115	0.0001447165951097	0.0259201045364889	up
f10179	4.122466296394123e-06	0.1784849654540438	0.0001479240297444	0.0259207198217472	up
f28901	3.828839417474228e-05	0.2174550807206161	0.0001478233698054	0.0259207198217472	up
f13156	4.986276160707348e-06	0.1095396418417602	0.0001500791096428	0.0261584694935006	up
f9670	3.688562055685907e-05	0.2245916345500739	0.000150883629482	0.0261595490522035	up
f8467	1.792545881471597e-07	0.0519460508786465	0.0001519033030009	0.0261977233301836	up
f28078	0.0007501586900907	0.2766594387536403	0.0001528594665506	0.0262246020938753	up
f16215	2.32855350986938e-06	0.3179761239480286	0.00015550645236	0.0265397678694543	up
f17047	5.6459075931343245e-06	0.2667338946920026	0.0001666621975317	0.0282963051228961	up
f21851	1.7903642528835917e-06	0.0466533231220032	0.0001686305934129	0.0284829241492485	up
f6536	6.001192784242448e-05	0.2583952106492296	0.0001696383236396	0.0285061978924261	up
f10052	1.2795327194908168e-05	0.1914255102837553	0.000172204965146	0.0286974469505263	up
f13597	7.212183910451132e-05	0.303907576186808	0.0001725279861222	0.0286974469505263	up
f31749	7.196105492766947e-05	0.2605530179045887	0.0001796884250559	0.0290130480925556	up
f32353	1.4871927996864544e-05	0.231230297717983	0.000178488180014	0.0290130480925556	up
f30399	9.242442687536824e-06	0.2229425790185406	0.0001776269803461	0.0290130480925556	up
f16606	3.4110098858946004e-06	0.3729383625464929	0.0001780860925253	0.0290130480925556	up
f7406	1.3409067598331604e-05	0.2864574593067271	0.0001797378162472	0.0290130480925556	up
f236	3.5945053856266894e-05	0.3847751051828438	0.0001772832357699	0.0290130480925556	up
f2262	8.320319522681529e-06	0.3795096533047593	0.0001823073192714	0.0290559742412171	up
f26784	7.425864874676336e-06	0.1460456056926792	0.000181763801614	0.0290559742412171	up
f27421	3.70275311252044e-05	0.1696483466245866	0.0001826639005642	0.0290559742412171	up
f4887	2.2224853819352575e-06	0.1677743245042276	0.0001853657552913	0.0293433095139492	up
f25767	2.022882948313054e-05	0.2030065890014426	0.0001908768607608	0.0300704469875511	up
f9299	7.458363851583272e-06	0.2614304403198955	0.0001938602869781	0.0303943248023968	up
f4611	2.2169152871356345e-06	0.1213341112934481	0.0001948766073397	0.0304081746157501	up
f26615	8.765527219657088e-05	0.2712855614047241	0.0002045194771873	0.030607787691482	up
f21994	6.446911720559001e-06	0.374847900145116	0.0002006955546099	0.030607787691482	up
f18264	6.9790197921975054e-06	0.3699996012765191	0.0001981391136027	0.030607787691482	up
f10604	1.1142814328195527e-06	0.0833933945544624	0.000200751879917	0.030607787691482	up
f17890	-2.859319902199786e-06	-0.0670752374006234	0.000202886841861	0.030607787691482	down
f1600	7.78371215928928e-05	0.2317643006586653	0.0002024998571279	0.030607787691482	up
f1212	3.971226804424078e-06	0.2476596859146414	0.0002045625459116	0.030607787691482	up
f52	4.075035962159745e-06	0.2894818058111809	0.0002039730702917	0.030607787691482	up
f3106	2.550709190472844e-06	0.1854119903835241	0.0002043146011747	0.030607787691482	up
f18612	2.8159801513538697e-07	0.0689805320124266	0.0002069367541706	0.0308222889121132	up
f24408	0.0001368323441711	0.0783087931637121	0.0002097798106377	0.0311043657691277	up
f16066	6.792183084326097e-05	0.1822719164022963	0.0002109820482623	0.0311417106191976	up
f14204	4.380584439786617e-06	0.1375286927549793	0.0002195445993649	0.0319734996977409	up
f27679	1.4052140682906612e-05	0.1508321315597325	0.0002190194115024	0.0319734996977409	up
f30448	1.3092922134092078e-05	0.247805161086039	0.000218286558035	0.0319734996977409	up
f2823	2.328832839157258e-05	0.1891125629579525	0.0002321869566339	0.0332240270523171	up
f4732	5.968095865682699e-06	0.3494348930297196	0.0002312937946353	0.0332240270523171	up
f15554	6.618446551328816e-06	0.1452951892472771	0.0002310361091176	0.0332240270523171	up
f18186	1.6474098429171137e-05	0.2147983224591675	0.0002308312417781	0.0332240270523171	up
f24080	2.4996736010507447e-06	0.2157430210228726	0.0002350451051107	0.033486773931603	up
f17739	4.804599744602456e-06	0.1703004714857818	0.0002393426665204	0.0336600021310864	up
f31044	0.0007158523362013	0.2129975654084588	0.000238546474061	0.0336600021310864	up
f5907	3.2217096801105075e-05	0.1747209754920164	0.0002388565835676	0.0336600021310864	up
f3180	1.552354088926222e-05	0.2249101708039731	0.0002449360841952	0.0342297008294677	up
f3456	9.873614781099604e-06	0.1792747719388518	0.0002454827787757	0.0342297008294677	up
f16150	1.2251200482751304e-05	0.2341427130875694	0.0002497885767112	0.0346825088206517	up
f2308	0.0001195575596284	0.1176729021118805	0.0002546910403558	0.0347738167099202	up
f3518	2.2676673557725733e-05	0.1395453881021354	0.0002545177397369	0.0347738167099202	up
f3535	1.3707297508517512e-05	0.186176010199296	0.0002537675832344	0.0347738167099202	up
f11240	3.808366684097564e-05	0.11099922440647	0.0002524398765806	0.0347738167099202	up
f28878	5.39867931365734e-06	0.3211963740812995	0.0002571892235413	0.0347891773498549	up
f5354	3.7320967385312545e-06	0.1525993120539895	0.0002579885893559	0.0347891773498549	up
f12545	7.737874270424072e-05	0.2827185043679408	0.0002575832665512	0.0347891773498549	up
f22657	1.5721455147286177e-05	0.1955455970671319	0.0002685700716664	0.0349273821296831	up
f29294	5.084829550469294e-06	0.1956355297542651	0.0002649413431061	0.0349273821296831	up
f28542	4.037830018205568e-06	0.4023354797997893	0.0002695227400126	0.0349273821296831	up
f23240	6.338533237430965e-05	0.1702364610967008	0.0002718042737753	0.0349273821296831	up
f22869	3.510116221150383e-06	0.3333324158563864	0.0002639737630358	0.0349273821296831	up
f19980	3.585874175769277e-06	0.1872727891689682	0.0002714268247559	0.0349273821296831	up
f12584	6.828166275590775e-05	0.2184640690362743	0.0002609210476508	0.0349273821296831	up
f16934	9.694927293458022e-05	0.3143565842404398	0.0002671835756802	0.0349273821296831	up
f9602	2.4039992968027947e-06	0.1398087256322416	0.0002661524064077	0.0349273821296831	up
f8172	1.0677650054276456e-05	0.1966147277526615	0.0002675584501723	0.0349273821296831	up
f6103	5.775775742222322e-06	0.187022747588324	0.0002692439994233	0.0349273821296831	up
f21465	3.218558671505889e-06	0.259189969076854	0.0002712932116118	0.0349273821296831	up
f912	-1.0133459669305011e-05	-0.0650459262956508	0.0002775816728476	0.0351422775768721	down
f13985	0.0001418282637459	0.2645193449497868	0.0002762128310266	0.0351422775768721	up
f19565	2.8605070008779876e-05	0.1571104498095745	0.0002777664151736	0.0351422775768721	up
f31380	5.747254159359727e-06	0.1606538344019509	0.0002756803335827	0.0351422775768721	up
f475	1.4491802156044288e-05	0.2754900018953153	0.0002808040861621	0.0353899549821598	up
f12382	3.4232256621180567e-06	0.0957338881528199	0.0002864300353778	0.0359606873534887	up
f4068	0.0005415149405598	0.3399376941030799	0.0002884799071215	0.0360798076204551	up
f15651	4.002667708937224e-05	0.3134995279873179	0.0002997664063994	0.0367347700781929	up
f28623	1.074133200381766e-05	0.0424740988673074	0.000298611307493	0.0367347700781929	up
f11799	3.442918170185294e-05	0.2558952777796691	0.0003006396131777	0.0367347700781929	up
f16994	9.35242340710829e-06	0.0823759778223202	0.0003015641220408	0.0367347700781929	up
f6425	1.6036601298765164e-05	0.1414325348707852	0.0002995315152185	0.0367347700781929	up
f3695	2.0419026477611623e-06	0.1099023020062395	0.0002999538309753	0.0367347700781929	up
f11734	2.809848586730368e-05	0.11153497876125	0.0003000975442951	0.0367347700781929	up
f3270	5.787422622233862e-06	0.2313607589455928	0.0003117609866583	0.0377878638382735	up
f7475	3.00511091008957e-05	0.1822994968726669	0.0003125155975394	0.0377878638382735	up
f2289	2.17611080597635e-05	0.2526298859963654	0.0003200074900236	0.0377901625182831	up
f6499	8.506524567746965e-05	0.2109269715475375	0.0003174202344373	0.0377901625182831	up
f7580	1.2352736079265014e-05	0.2593446632901614	0.0003206074578882	0.0377901625182831	up
f9341	1.3077884663289295e-05	0.166524865377365	0.0003163916008918	0.0377901625182831	up
f17880	2.963036801702401e-06	0.2225035909174008	0.000316898989756	0.0377901625182831	up
f28439	2.9132955241948366e-06	0.286113120354487	0.0003191051839675	0.0377901625182831	up
f30403	6.7433425347189775e-06	0.1728248454730599	0.0003188772141747	0.0377901625182831	up
f22581	0.0002871725542863	0.3037898088589661	0.0003225216403342	0.037879530861913	up
f6673	6.626500995480455e-06	0.3148913122188079	0.0003284042113214	0.0383363668392757	up
f21515	1.2792105921107575e-05	0.1524428797588344	0.0003287511926829	0.0383363668392757	up
f14011	6.361773786193225e-05	0.3145932827316988	0.0003391706604294	0.0394111496487717	up
f31110	1.0852116683963686e-06	0.1612459509231861	0.0003435529837514	0.0394367538697843	up
f20834	3.045282404855243e-05	0.1401862091468884	0.0003411232495961	0.0394367538697843	up
f4984	3.479586657431355e-05	0.1999631691580665	0.0003454085803414	0.0394367538697843	up
f3455	2.3864295981184115e-06	0.09777054607572	0.0003434244533833	0.0394367538697843	up
f10874	2.1085338103148386e-06	0.0842758699389885	0.0003443604729351	0.0394367538697843	up
f9024	8.472196735965555e-06	0.1767826626963187	0.0003482992755573	0.0396287175745267	up
f14927	1.0311220885341754e-06	0.0740135839515682	0.000352391331477	0.0399555679925255	up
f24978	4.6962370979599655e-06	0.3572644559308778	0.000354535406531	0.0400600558662439	up
f20332	8.503585119615309e-05	0.2827022681804269	0.0003612877789126	0.0405434176007142	up
f31369	5.7962347917055014e-05	0.2428999143069321	0.0003607058253914	0.0405434176007142	up
f11342	1.1913297957107716e-05	0.2830929378727332	0.0003637332089728	0.0406785317120179	up
f7034	2.7294516305119033e-05	0.2271035339196248	0.0003670333397357	0.0409079880151701	up
f4619	3.979058419645298e-06	0.2559774688259563	0.0003707921270691	0.0411868353213649	up
f6641	0.0001663438138457	0.2484425451878864	0.0003748811847119	0.0415003603400042	up
f10028	2.3682951887167292e-05	0.2248913156064366	0.0003762398209313	0.041510526775344	up
f9915	4.804267391591565e-06	0.2782577829742102	0.0003846219536768	0.0422929267720889	up
f20174	2.534420435949869e-06	0.1044948884641859	0.0003915272216497	0.0424819999967533	up
f20522	2.7228403943809097e-05	0.1181116587473096	0.0003883390717448	0.0424819999967533	up
f16997	1.025000746085425e-05	0.1620506610143812	0.0003911183379668	0.0424819999967533	up
f19857	1.6190546566576814e-05	0.2748554231583718	0.0003891236646164	0.0424819999967533	up
f10425	5.2931939117115695e-06	0.2255194600634786	0.0003940718566039	0.0426169854693046	up
f21108	8.544648518727627e-05	0.2105101106717589	0.0003966395119537	0.0427535642358586	up
f29440	0.0001064396257788	0.2628080188738886	0.0004016918069227	0.0431561873089994	up
f99	1.6987333037832286e-06	0.3264331997449897	0.0004074309936305	0.0432209039531708	up
f1954	4.466864833375439e-06	0.1214600054871312	0.0004075701697244	0.0432209039531708	up
f20374	3.0813016383035574e-06	0.2358890383330238	0.0004072719542199	0.0432209039531708	up
f23270	3.7811378333572065e-06	0.2054716810907822	0.0004062402512059	0.0432209039531708	up
