feature	std_effect	effect_mean_diff	p_value	p_adj_bh	direction
f18588	0.0	0.0	1.0	1.0	up
f18587	0.0	0.0	1.0	1.0	up
f18586	-0.0006117459157409643	-1.0332108467991945e-07	0.2253260910604111	1.0	down
f18585	0.0	0.0	1.0	1.0	up
f18584	0.0	0.0	1.0	1.0	up
f18583	0.0	0.0	1.0	1.0	up
f18582	-0.08248589195899164	-1.3330767669685883e-06	0.1998570749181486	1.0	down
f18581	0.0	0.0	1.0	1.0	up
f18580	0.0	0.0	1.0	1.0	up
f18579	-0.13163309634720316	-3.0217053790693173e-07	0.5272370344297651	1.0	down
f18577	-0.09494674625634458	-3.7920649083389435e-07	0.1980653501949113	1.0	down
f18575	0.0	0.0	1.0	1.0	up
f18574	0.029799527163246926	2.256803418276832e-08	0.6367902281472657	1.0	up
f18573	-0.1412698984586519	-4.457692775758914e-07	0.93886200135869	1.0	down
f18572	0.0	0.0	1.0	1.0	up
f18571	0.1350851474972507	2.0813082810491323e-06	0.8312570221713492	1.0	up
f18570	0.0	0.0	1.0	1.0	up
f18569	-0.06218021355314931	-2.695995775866322e-06	0.212303528725289	1.0	down
f18568	0.0	0.0	1.0	1.0	up
f18567	0.0	0.0	1.0	1.0	up
f18566	0.0	0.0	1.0	1.0	up
f18565	0.0	0.0	1.0	1.0	up
f18563	-0.14325158766175947	-5.532216964638793e-07	0.6411782740280014	1.0	down
f18923	0.0	0.0	1.0	1.0	up
f18925	0.0	0.0	1.0	1.0	up
f18928	0.0	0.0	1.0	1.0	up
f19275	0.0	0.0	1.0	1.0	up
f19274	-0.19093721434968924	-1.0891958691900073e-05	0.3277539439868998	1.0	down
f19273	-0.05289229802514487	-4.012477074866183e-08	0.5291570867513564	1.0	down
f19272	0.09006853868437514	1.9707774117705413e-07	0.912316015403908	1.0	up
f19271	0.0	0.0	1.0	1.0	up
f19270	0.0	0.0	1.0	1.0	up
f19269	0.0	0.0	1.0	1.0	up
f19268	0.11210449886695802	1.028528685856145e-05	0.6536419719278225	1.0	up
f19267	-0.1013193511161118	-2.0950461839674977e-07	0.8105349248921808	1.0	down
f19266	0.0698081103806842	4.958646604791284e-08	0.5479330117342751	1.0	up
f19277	0.0	0.0	1.0	1.0	up
f19265	0.0	0.0	1.0	1.0	up
f19263	-0.0929719870700332	-8.42585454483924e-06	0.7802147396787916	1.0	down
f19262	0.0	0.0	1.0	1.0	up
f19261	-0.05289229802514559	-1.181368133984506e-09	0.5291570867513564	1.0	down
f19259	-0.0802822315308869	-1.8627443751029205e-07	0.7158742402638186	1.0	down
f19257	0.0	0.0	1.0	1.0	up
f19256	0.0	0.0	1.0	1.0	up
f19255	-0.10493948485884638	-1.6403006829932564e-06	0.1766434103990805	1.0	down
f19254	0.07111075493416907	1.4331827624118889e-06	0.2269051676726248	1.0	up
f19253	-0.05289229802514618	-6.992995622567833e-10	0.5291570867513564	1.0	down
f19252	-0.29827581317539686	-5.113876434734266e-05	0.4748155038714224	1.0	down
f19264	0.0	0.0	1.0	1.0	up
f19278	0.0	0.0	1.0	1.0	up
f19279	0.0	0.0	1.0	1.0	up
f19280	-0.03378294172198701	-5.581663572229445e-09	0.7159756029361365	1.0	down
f19309	0.0	0.0	1.0	1.0	up
f19308	0.0	0.0	1.0	1.0	up
f19307	0.0	0.0	1.0	1.0	up
f19305	0.0	0.0	1.0	1.0	up
f19304	0.04161907509912594	2.2082746490923458e-05	0.6665416726974498	1.0	up
f19303	0.016549310654017702	1.4176545664668084e-07	0.5129811422311097	1.0	up
f19302	0.041362262012043675	1.7342248611385e-08	0.2043170311171345	1.0	up
f19301	0.0	0.0	1.0	1.0	up
f19300	0.0	0.0	1.0	1.0	up
f19299	0.05856656384424218	9.471427620155737e-08	0.7159756029361365	1.0	up
f19298	0.0	0.0	1.0	1.0	up
f19295	0.0	0.0	1.0	1.0	up
f19294	0.0	0.0	1.0	1.0	up
f19293	0.0	0.0	1.0	1.0	up
f19292	0.0	0.0	1.0	1.0	up
f19291	0.0	0.0	1.0	1.0	up
f19289	0.0	0.0	1.0	1.0	up
f19287	0.0	0.0	1.0	1.0	up
f19286	0.0	0.0	1.0	1.0	up
f19285	0.04734855214243489	8.114538104564418e-07	0.7329870303633097	1.0	up
f19284	0.0	0.0	1.0	1.0	up
f19283	0.0	0.0	1.0	1.0	up
f19281	0.0	0.0	1.0	1.0	up
f19251	0.0	0.0	1.0	1.0	up
f19250	0.0	0.0	1.0	1.0	up
f19249	0.0	0.0	1.0	1.0	up
f19247	0.0	0.0	1.0	1.0	up
f19217	0.0	0.0	1.0	1.0	up
f19215	0.0	0.0	1.0	1.0	up
f19214	-0.09360892723244585	-2.2683924235025187e-06	0.2406966076030278	1.0	down
f19212	0.0	0.0	1.0	1.0	up
f19211	0.0	0.0	1.0	1.0	up
f19210	0.0	0.0	1.0	1.0	up
f19209	0.0	0.0	1.0	1.0	up
f19208	-0.07097857405357509	-7.487576003768482e-07	0.2870270448198105	1.0	down
f19207	-0.022599840971546686	-2.4087899691949136e-07	0.8114179654005463	1.0	down
f19206	0.0	0.0	1.0	1.0	up
f19205	0.0	0.0	1.0	1.0	up
f19204	0.17636294223111737	1.7482412295066753e-07	0.1955530187560957	1.0	up
f19203	0.0	0.0	1.0	1.0	up
f19202	0.0	0.0	1.0	1.0	up
f19201	0.0	0.0	1.0	1.0	up
f19199	0.0	0.0	1.0	1.0	up
f19198	0.0	0.0	1.0	1.0	up
f19197	0.0	0.0	1.0	1.0	up
f19196	0.0	0.0	1.0	1.0	up
f19195	0.0	0.0	1.0	1.0	up
f19194	-0.09825817243297784	-2.713268295337912e-07	0.7377399310983691	1.0	down
f19192	0.027658733295311582	1.5706990961916746e-07	0.4528146540334269	1.0	up
f19191	0.0	0.0	1.0	1.0	up
f19218	0.12228265433272154	6.314237492915708e-06	0.229779865484118	1.0	up
f19310	0.0	0.0	1.0	1.0	up
f19219	0.0	0.0	1.0	1.0	up
f19221	0.0	0.0	1.0	1.0	up
f19246	0.0	0.0	1.0	1.0	up
f19245	0.0	0.0	1.0	1.0	up
f19244	0.0	0.0	1.0	1.0	up
f19242	-0.030962107276698573	-1.833662322496821e-07	0.4333607074337186	1.0	down
f19241	0.0	0.0	1.0	1.0	up
f19240	0.0	0.0	1.0	1.0	up
f19239	0.0	0.0	1.0	1.0	up
f19238	0.006754155135859556	5.864060018211602e-06	0.5448373845835929	1.0	up
f19237	0.0	0.0	1.0	1.0	up
f19236	0.0	0.0	1.0	1.0	up
f19235	0.0	0.0	1.0	1.0	up
f19234	0.0	0.0	1.0	1.0	up
f19233	0.0	0.0	1.0	1.0	up
f19232	0.0	0.0	1.0	1.0	up
f19231	0.0	0.0	1.0	1.0	up
f19230	0.040136723141470605	6.4872608636505905e-06	0.7364330272952005	1.0	up
f19228	0.0	0.0	1.0	1.0	up
f19227	0.0	0.0	1.0	1.0	up
f19226	0.0	0.0	1.0	1.0	up
f19225	-0.07249106710241533	-7.891953106081928e-06	0.9236849456842244	1.0	down
f19224	0.0	0.0	1.0	1.0	up
f19223	0.0	0.0	1.0	1.0	up
f19222	-0.08863452242386949	-3.3289105340372774e-06	0.8377099671753836	1.0	down
f19220	0.0	0.0	1.0	1.0	up
f19190	0.0	0.0	1.0	1.0	up
f19311	-0.0728696450870448	-1.3012561958021251e-06	0.2786487883465748	1.0	down
f19313	0.0	0.0	1.0	1.0	up
f19399	0.0	0.0	1.0	1.0	up
f19398	-0.23353125698160357	-0.0002659942772115	0.5426409815310125	1.0	down
f19397	-0.06250208218294785	-3.976825246354565e-08	0.3615851051036501	1.0	down
f19396	0.0	0.0	1.0	1.0	up
f19395	0.0639697999504533	1.4911224570823832e-07	0.4368249477819487	1.0	up
f19394	0.0	0.0	1.0	1.0	up
f19393	0.0	0.0	1.0	1.0	up
f19392	0.0	0.0	1.0	1.0	up
f19391	-0.052892298025145335	-1.244075538124889e-07	0.5291570867513564	1.0	down
f19390	0.0	0.0	1.0	1.0	up
f19401	0.0	0.0	1.0	1.0	up
f19389	0.11101942080007789	6.98314601322636e-07	0.3981456548681279	1.0	up
f19386	0.0	0.0	1.0	1.0	up
f19385	0.07476683599902918	1.9507207252900118e-07	0.9338159818811042	1.0	up
f19384	0.0	0.0	1.0	1.0	up
f19383	-0.1462133694790759	-1.633807081816485e-06	0.3072610875342441	1.0	down
f19382	0.0	0.0	1.0	1.0	up
f19381	0.0	0.0	1.0	1.0	up
f19380	0.0	0.0	1.0	1.0	up
f19379	0.0	0.0	1.0	1.0	up
f19378	0.13103648149939393	3.157688188366592e-07	0.5020293934765301	1.0	up
f19375	-0.016304843362201685	-1.7034234224411193e-07	0.8530431051205783	1.0	down
f19387	0.0	0.0	1.0	1.0	up
f19402	-0.14776008454039166	-3.0000372989889e-06	0.6784267056024704	1.0	down
f19403	0.0	0.0	1.0	1.0	up
f19404	0.0	0.0	1.0	1.0	up
f19432	0.0	0.0	1.0	1.0	up
f19430	0.0	0.0	1.0	1.0	up
f19428	0.0	0.0	1.0	1.0	up
f19427	0.0	0.0	1.0	1.0	up
f19426	0.0	0.0	1.0	1.0	up
f19425	-0.014697243076103135	-8.766496102907696e-08	0.4455222097961248	1.0	down
f19424	0.0	0.0	1.0	1.0	up
f19423	0.0	0.0	1.0	1.0	up
f19422	0.0	0.0	1.0	1.0	up
f19421	0.0	0.0	1.0	1.0	up
f19420	0.0	0.0	1.0	1.0	up
f19418	0.12192590478623384	2.8146985641797074e-07	0.3029262455245093	1.0	up
f19417	0.0	0.0	1.0	1.0	up
f19414	0.0	0.0	1.0	1.0	up
f19413	-0.07567070917701427	-8.035552755245589e-07	0.4946286800140024	1.0	down
f19412	0.0	0.0	1.0	1.0	up
f19411	0.0	0.0	1.0	1.0	up
f19410	0.1295580482379694	1.545371924294159e-08	0.5020293934765301	1.0	up
f19409	0.0	0.0	1.0	1.0	up
f19408	0.0	0.0	1.0	1.0	up
f19407	0.0	0.0	1.0	1.0	up
f19406	0.07535395425298115	1.25580826006626e-05	0.1875533185868475	1.0	up
f19405	0.0	0.0	1.0	1.0	up
f19374	0.0	0.0	1.0	1.0	up
f19373	0.10999798165816345	1.5369171160273259e-07	0.3039324940469731	1.0	up
f19372	0.0	0.0	1.0	1.0	up
f19371	0.0	0.0	1.0	1.0	up
f19339	0.0	0.0	1.0	1.0	up
f19338	0.0	0.0	1.0	1.0	up
f19337	-0.2061527296648617	-3.1256767306331314e-06	0.9559609939563252	1.0	down
f19336	-0.008336998336150751	-2.9614520826726222e-08	0.4520942226563686	1.0	down
f19335	0.0	0.0	1.0	1.0	up
f19334	-0.06477352075751598	-0.0001498261435945	0.6344764906722831	1.0	down
f19333	0.0	0.0	1.0	1.0	up
f19332	0.12561157445194618	9.0412977442611e-08	0.5020293934765301	1.0	up
f19331	-0.069557217205401	-3.4882596664829178e-06	0.5390940217028664	1.0	down
f19330	0.0	0.0	1.0	1.0	up
f19329	0.04309230444407712	1.0049864686152432e-06	0.8284621847954357	1.0	up
f19327	0.0	0.0	1.0	1.0	up
f19326	0.0	0.0	1.0	1.0	up
f19325	0.052892298025144766	1.601998519618064e-09	0.5291570867513564	1.0	up
f19322	0.0	0.0	1.0	1.0	up
f19321	0.0	0.0	1.0	1.0	up
f19320	0.0	0.0	1.0	1.0	up
f19319	0.04302192905712403	9.949208775651642e-06	0.6590213676360008	1.0	up
f19318	0.0	0.0	1.0	1.0	up
f19317	0.0	0.0	1.0	1.0	up
f19316	0.0	0.0	1.0	1.0	up
f19315	0.0	0.0	1.0	1.0	up
f19314	0.0	0.0	1.0	1.0	up
f19340	0.0	0.0	1.0	1.0	up
f19312	0.0	0.0	1.0	1.0	up
f19341	0.0	0.0	1.0	1.0	up
f19344	0.0	0.0	1.0	1.0	up
f19369	0.0	0.0	1.0	1.0	up
f19367	0.0	0.0	1.0	1.0	up
f19366	-0.05289229802514538	-4.665614687837661e-08	0.5291570867513564	1.0	down
f19365	0.0	0.0	1.0	1.0	up
f19364	0.0	0.0	1.0	1.0	up
f19363	0.0	0.0	1.0	1.0	up
f19362	0.0	0.0	1.0	1.0	up
f19361	0.0	0.0	1.0	1.0	up
f19360	0.04186030401727253	3.221018487238325e-07	0.998565799060024	1.0	up
f19358	0.0	0.0	1.0	1.0	up
f19357	-0.1764557945132565	-9.785560141608585e-07	0.7379006646957771	1.0	down
f19356	0.0	0.0	1.0	1.0	up
f19355	0.0	0.0	1.0	1.0	up
f19354	0.0	0.0	1.0	1.0	up
f19353	0.0	0.0	1.0	1.0	up
f19352	-0.13090206628388631	-2.2284001897787674e-07	0.4791225056989701	1.0	down
f19351	0.0	0.0	1.0	1.0	up
f19350	0.0	0.0	1.0	1.0	up
f19349	0.0	0.0	1.0	1.0	up
f19348	0.0	0.0	1.0	1.0	up
f19347	-0.1538292289939254	-4.572040123093757e-06	0.2545625965723723	1.0	down
f19346	-0.08006000731533805	-2.333706293939031e-06	0.5890314083682515	1.0	down
f19345	0.0	0.0	1.0	1.0	up
f19342	0.0	0.0	1.0	1.0	up
f19189	0.0	0.0	1.0	1.0	up
f19188	0.0	0.0	1.0	1.0	up
f19187	0.0	0.0	1.0	1.0	up
f19018	0.0	0.0	1.0	1.0	up
f19017	0.0	0.0	1.0	1.0	up
f19016	-0.04127289666269883	-1.64274696726352e-05	0.7243008509761935	1.0	down
f19014	0.0	0.0	1.0	1.0	up
f19013	0.052892298025145106	8.337179315276443e-08	0.5291570867513564	1.0	up
f19012	0.0	0.0	1.0	1.0	up
f19011	0.0	0.0	1.0	1.0	up
f19009	0.0	0.0	1.0	1.0	up
f19008	0.0	0.0	1.0	1.0	up
f19006	0.0	0.0	1.0	1.0	up
f19019	0.0	0.0	1.0	1.0	up
f19005	0.0	0.0	1.0	1.0	up
f19003	-0.16108083560477673	-9.680130388005636e-07	0.4519674298562903	1.0	down
f19002	0.0	0.0	1.0	1.0	up
f19001	0.0	0.0	1.0	1.0	up
f18999	0.0	0.0	1.0	1.0	up
f18998	0.02171045378122296	6.0375796238076874e-09	0.7187081783725641	1.0	up
f18997	0.0	0.0	1.0	1.0	up
f18996	0.04532112482052763	6.136414740467444e-07	0.3955802263701643	1.0	up
f18995	0.0	0.0	1.0	1.0	up
f18994	0.0	0.0	1.0	1.0	up
f18993	0.0	0.0	1.0	1.0	up
f19004	0.0	0.0	1.0	1.0	up
f19020	0.0	0.0	1.0	1.0	up
f19021	0.0	0.0	1.0	1.0	up
f19022	0.0	0.0	1.0	1.0	up
f19046	-0.15434846566929078	-3.294131238362752e-07	0.7885503256932419	1.0	down
f19045	-0.01845913592298341	-1.4146929242997434e-07	0.9535044613583408	1.0	down
f19044	0.0	0.0	1.0	1.0	up
f19043	-0.04305089902375496	-1.9346880435477942e-09	1.0	1.0	down
f19042	0.0	0.0	1.0	1.0	up
f19041	0.0	0.0	1.0	1.0	up
f19040	0.0	0.0	1.0	1.0	up
f19039	0.1306378335489011	1.756740181008354e-06	0.2089871668933113	1.0	up
f19038	0.0	0.0	1.0	1.0	up
f19037	0.0	0.0	1.0	1.0	up
f19036	0.0	0.0	1.0	1.0	up
f19035	-0.0049690268448019355	-6.031666380295063e-07	0.4915475060435119	1.0	down
f19034	-0.05432128739332761	-5.7102872233372186e-08	0.7512556402727287	1.0	down
f19033	0.0	0.0	1.0	1.0	up
f19032	0.09760589142529294	3.946474971598946e-07	0.3048535429904873	1.0	up
f19031	0.0	0.0	1.0	1.0	up
f19030	0.0	0.0	1.0	1.0	up
f19028	0.0	0.0	1.0	1.0	up
f19027	0.0	0.0	1.0	1.0	up
f19026	0.0	0.0	1.0	1.0	up
f19025	0.03682223424193851	4.675976124417503e-07	0.504884093804075	1.0	up
f19024	0.0	0.0	1.0	1.0	up
f19023	-0.017496143712880222	-2.3915664496598764e-07	0.6259488356062877	1.0	down
f18992	0.0	0.0	1.0	1.0	up
f18991	-0.16229494308969855	-1.156941211229423e-05	0.2699997979186191	1.0	down
f18990	0.0	0.0	1.0	1.0	up
f18989	-0.048707876926833565	-1.2878121196990833e-08	0.5272370344297651	1.0	down
f18955	-0.056847848331846265	-9.134399933827808e-07	0.3176859910516032	1.0	down
f18954	0.0	0.0	1.0	1.0	up
f18953	0.12581440201328783	1.4959615618863609e-06	0.67943920216356	1.0	up
f18950	0.0	0.0	1.0	1.0	up
f18949	0.0	0.0	1.0	1.0	up
f18948	-0.05289229802514447	-2.446959115331992e-09	0.5291570867513564	1.0	down
f18947	0.0	0.0	1.0	1.0	up
f18946	-0.14589878488359556	-9.677561313401384e-05	0.2995010409359473	1.0	down
f18945	-0.12566308916615673	-1.1701148973770616e-05	0.7561692555346621	1.0	down
f18944	-0.03512099649049861	-1.1681107207550667e-07	0.2652717440793291	1.0	down
f18943	0.0	0.0	1.0	1.0	up
f18942	0.0	0.0	1.0	1.0	up
f18940	0.0	0.0	1.0	1.0	up
f18939	0.0	0.0	1.0	1.0	up
f18938	0.0	0.0	1.0	1.0	up
f18937	0.0	0.0	1.0	1.0	up
f18936	0.0	0.0	1.0	1.0	up
f18935	-0.06614745634735518	-4.125156317604706e-05	0.9105605890752064	1.0	down
f18934	0.0	0.0	1.0	1.0	up
f18933	0.0	0.0	1.0	1.0	up
f18932	0.0	0.0	1.0	1.0	up
f18931	0.0	0.0	1.0	1.0	up
f18929	-0.09427227407890713	-5.428685530205258e-06	0.1858677854950964	1.0	down
f18956	0.016226134344906988	6.061864041839728e-09	0.5009050043270968	1.0	up
f19047	-0.037106293585171535	-1.6094425518531354e-08	0.504884093804075	1.0	down
f18957	0.0	0.0	1.0	1.0	up
f18960	0.0756846592287152	3.355881308380049e-07	0.2030186953526981	1.0	up
f18988	0.0	0.0	1.0	1.0	up
f18987	0.0	0.0	1.0	1.0	up
f18986	0.0	0.0	1.0	1.0	up
f18983	0.0	0.0	1.0	1.0	up
f18981	-0.05294884030163057	-1.828990098147187e-07	0.670749788387637	1.0	down
f18980	0.0	0.0	1.0	1.0	up
f18979	0.0	0.0	1.0	1.0	up
f18978	0.1388764554998949	3.806602990152896e-06	0.1828623199862181	1.0	up
f18977	0.044997827187298285	4.109898291062564e-07	0.4355008126701699	1.0	up
f18976	0.13028734403658362	2.0912098989356308e-07	0.5020293934765301	1.0	up
f18975	0.0	0.0	1.0	1.0	up
f18974	0.0	0.0	1.0	1.0	up
f18973	0.0	0.0	1.0	1.0	up
f18972	0.0	0.0	1.0	1.0	up
f18971	-0.06846457282714759	-7.61453717132099e-07	0.5468443699075642	1.0	down
f18970	0.0	0.0	1.0	1.0	up
f18969	-0.044274350422972224	-1.2512846296885984e-08	0.8592331818456507	1.0	down
f18968	0.0	0.0	1.0	1.0	up
f18967	0.0	0.0	1.0	1.0	up
f18966	0.0	0.0	1.0	1.0	up
f18964	0.0	0.0	1.0	1.0	up
f18963	0.0	0.0	1.0	1.0	up
f18961	0.0	0.0	1.0	1.0	up
f18959	0.0	0.0	1.0	1.0	up
f19048	0.12623168688583927	4.578384399792413e-06	0.8282048042358531	1.0	up
f19049	0.0	0.0	1.0	1.0	up
f19050	0.052892298025144995	3.052620741073042e-09	0.5291570867513564	1.0	up
f19148	0.0	0.0	1.0	1.0	up
f19147	0.0	0.0	1.0	1.0	up
f19146	0.0	0.0	1.0	1.0	up
f19145	0.0	0.0	1.0	1.0	up
f19142	0.030099151151821425	7.338483592320699e-07	0.9468792169372818	1.0	up
f19141	-0.1188737885619577	-1.5072642418090257e-07	0.5020293934765301	1.0	down
f19139	0.0	0.0	1.0	1.0	up
f19138	-0.04895412437713116	-3.098195273196325e-06	0.8394997131656606	1.0	down
f19137	-0.08766860914099546	-4.264330855221488e-07	0.506118824189839	1.0	down
f19136	0.0	0.0	1.0	1.0	up
f19134	0.0	0.0	1.0	1.0	up
f19133	0.0	0.0	1.0	1.0	up
f19132	0.0	0.0	1.0	1.0	up
f19131	0.0	0.0	1.0	1.0	up
f19130	-0.30459792375780365	-7.102531067585004e-05	0.7699037851007995	1.0	down
f19129	0.0	0.0	1.0	1.0	up
f19128	-0.05289229802514438	-8.07637843536213e-09	0.5291570867513564	1.0	down
f19127	0.0	0.0	1.0	1.0	up
f19126	0.0	0.0	1.0	1.0	up
f19125	0.0	0.0	1.0	1.0	up
f19123	0.0	0.0	1.0	1.0	up
f19122	0.0	0.0	1.0	1.0	up
f19121	-0.03925531373544863	-1.721990938676754e-07	0.6587826439649549	1.0	down
f19149	0.0	0.0	1.0	1.0	up
f19120	0.0	0.0	1.0	1.0	up
f19150	0.0	0.0	1.0	1.0	up
f19152	0.0	0.0	1.0	1.0	up
f19185	0.0	0.0	1.0	1.0	up
f19183	-0.13619304819845537	-1.7764175008778694e-06	0.6327908533482232	1.0	down
f19181	0.051881592525443485	1.1839931776194135e-06	0.3962326115643225	1.0	up
f19180	0.06368532635093443	1.809682762541343e-07	0.2535301211014972	1.0	up
f19179	0.0	0.0	1.0	1.0	up
f19178	0.0	0.0	1.0	1.0	up
f19177	0.06647284873279637	1.4973877114243806e-08	0.7187081783725641	1.0	up
f19176	0.0	0.0	1.0	1.0	up
f19175	0.0	0.0	1.0	1.0	up
f19174	-0.03176743842270027	-1.741313515594811e-06	0.9242443117305578	1.0	down
f19173	0.0	0.0	1.0	1.0	up
f19172	0.0	0.0	1.0	1.0	up
f19171	0.0	0.0	1.0	1.0	up
f19169	0.0	0.0	1.0	1.0	up
f19168	0.0	0.0	1.0	1.0	up
f19166	-0.18108402449522912	-1.469180508865975e-05	0.4379408473913051	1.0	down
f19165	0.0	0.0	1.0	1.0	up
f19163	-0.018889542846971606	-9.954735915016502e-07	0.6209204335574166	1.0	down
f19162	0.0	0.0	1.0	1.0	up
f19158	0.0	0.0	1.0	1.0	up
f19155	0.0	0.0	1.0	1.0	up
f19154	0.09164092142423985	4.139991400734289e-06	0.5155153232857241	1.0	up
f19153	0.0	0.0	1.0	1.0	up
f19151	0.0	0.0	1.0	1.0	up
f19437	0.049035448567632055	2.102695580106229e-07	0.3206762774898167	1.0	up
f19117	0.0	0.0	1.0	1.0	up
f19115	0.0	0.0	1.0	1.0	up
f19078	0.0	0.0	1.0	1.0	up
f19077	0.0	0.0	1.0	1.0	up
f19076	0.0	0.0	1.0	1.0	up
f19075	-0.09043229985844499	-3.922763720765943e-06	0.2021778260112816	1.0	down
f19074	-0.09745989632935903	-1.2006741380901076e-06	0.4398922949220518	1.0	down
f19073	-0.05289229802514504	-1.1976808309555052e-09	0.5291570867513564	1.0	down
f19072	-0.06017180286615181	-1.3375871640164405e-07	0.5272370344297651	1.0	down
f19071	-0.07003927932070692	-2.506432028894778e-07	0.8249307810229018	1.0	down
f19070	0.11600210330949562	8.161993173416705e-08	0.8534927444702135	1.0	up
f19069	0.0	0.0	1.0	1.0	up
f19068	0.0	0.0	1.0	1.0	up
f19067	0.0	0.0	1.0	1.0	up
f19065	0.0	0.0	1.0	1.0	up
f19064	0.0	0.0	1.0	1.0	up
f19063	0.0	0.0	1.0	1.0	up
f19061	0.0	0.0	1.0	1.0	up
f19060	-0.024742386917640222	-5.202814645599573e-07	0.2595221549176246	1.0	down
f19059	0.0	0.0	1.0	1.0	up
f19058	0.0	0.0	1.0	1.0	up
f19054	0.0	0.0	1.0	1.0	up
f19053	0.0	0.0	1.0	1.0	up
f19052	-0.22241815234216028	-1.674243766865402e-05	0.8626878938200676	1.0	down
f19051	0.0	0.0	1.0	1.0	up
f19079	-0.1405806079537974	-2.7243529111729007e-06	0.1933805634416002	1.0	down
f19116	-0.05263154357172382	-3.2246300706901815e-06	0.2231948576016642	1.0	down
f19081	0.0	0.0	1.0	1.0	up
f19083	0.0	0.0	1.0	1.0	up
f19114	0.0	0.0	1.0	1.0	up
f19112	0.0	0.0	1.0	1.0	up
f19109	-0.009087049314352601	-1.4691093383589765e-08	0.2700983372019945	1.0	down
f19108	-0.016722309698223886	-1.2429485304892294e-06	0.7725773698332983	1.0	down
f19107	0.0	0.0	1.0	1.0	up
f19106	0.0	0.0	1.0	1.0	up
f19105	0.0	0.0	1.0	1.0	up
f19104	0.05289229802514502	2.2888707462698217e-10	0.5291570867513564	1.0	up
f19103	-0.05682495088678497	-2.4027015278988985e-06	0.2422124030333755	1.0	down
f19101	0.0	0.0	1.0	1.0	up
f19099	0.0	0.0	1.0	1.0	up
f19098	0.05289229802514462	2.4342268705368044e-05	0.5291570867513564	1.0	up
f19096	0.0	0.0	1.0	1.0	up
f19095	0.0	0.0	1.0	1.0	up
f19093	0.08252700805720349	9.215310856234284e-07	0.3674055794800945	1.0	up
f19092	0.0	0.0	1.0	1.0	up
f19091	0.0	0.0	1.0	1.0	up
f19089	0.0	0.0	1.0	1.0	up
f19088	0.0	0.0	1.0	1.0	up
f19087	0.0	0.0	1.0	1.0	up
f19086	0.0	0.0	1.0	1.0	up
f19085	0.048351252245926936	7.038119983917568e-07	0.3072681815678104	1.0	up
f19084	0.0	0.0	1.0	1.0	up
f19082	0.0	0.0	1.0	1.0	up
f24572	-0.09538081856180593	-3.872726356348721e-07	0.3952726453262697	1.0	down
f27732	0.0	0.0	1.0	1.0	up
f24574	-0.0601889771943431	-7.976868837431538e-07	0.3762712301653734	1.0	down
f30033	0.0	0.0	1.0	1.0	up
f30032	-0.0616120296333193	-7.157953223213554e-08	0.3719487076201998	1.0	down
f30031	0.0	0.0	1.0	1.0	up
f30029	0.0	0.0	1.0	1.0	up
f30028	0.0	0.0	1.0	1.0	up
f30027	0.0	0.0	1.0	1.0	up
f30026	0.0	0.0	1.0	1.0	up
f30025	0.0	0.0	1.0	1.0	up
f30024	-0.14839061888109895	-2.789490765280789e-06	0.6420250699999648	1.0	down
f30023	-0.07274030218019749	-0.0001188399892744	0.746437106426797	1.0	down
f30035	0.0	0.0	1.0	1.0	up
f30022	0.05289229802514558	4.942150553688407e-09	0.5291570867513564	1.0	up
f30019	0.0	0.0	1.0	1.0	up
f30018	-0.05101060011788389	-4.002491295977961e-07	0.7524127916569313	1.0	down
f30017	-0.0887322320438269	-4.633581556845457e-08	0.6051890945285736	1.0	down
f30016	0.0	0.0	1.0	1.0	up
f30015	0.04113128146449369	1.752230054989923e-07	0.1778756552521708	1.0	up
f30014	0.0	0.0	1.0	1.0	up
f30013	-0.018199924437395945	-8.49422885949025e-08	0.2759312213484931	1.0	down
f30011	0.0	0.0	1.0	1.0	up
f30010	0.0	0.0	1.0	1.0	up
f30009	0.0	0.0	1.0	1.0	up
f30021	0.0	0.0	1.0	1.0	up
f30036	0.05289229802514573	9.370240150019528e-09	0.5291570867513564	1.0	up
f30037	0.0	0.0	1.0	1.0	up
f30038	-0.05582337660776531	-6.775269812351326e-06	0.2877086646146114	1.0	down
f30068	0.007805193600721167	2.71416050964035e-06	0.7716240797226855	1.0	up
f30067	0.0	0.0	1.0	1.0	up
f30066	0.0	0.0	1.0	1.0	up
f30065	0.0	0.0	1.0	1.0	up
f30064	0.0	0.0	1.0	1.0	up
f30061	-0.0005442563755876687	-4.246248863637448e-11	0.7159756029361365	1.0	down
f30059	0.03278460866555343	1.8609662583912726e-07	0.5802695460535378	1.0	up
f30058	0.0	0.0	1.0	1.0	up
f30057	0.0	0.0	1.0	1.0	up
f30056	0.06857562382057705	5.261892802082003e-07	0.8918319664385453	1.0	up
f30055	0.0	0.0	1.0	1.0	up
f30052	0.08233559564824754	3.380507478141226e-07	0.869873161721999	1.0	up
f30051	0.0	0.0	1.0	1.0	up
f30050	0.0	0.0	1.0	1.0	up
f30049	0.0	0.0	1.0	1.0	up
f30048	0.0	0.0	1.0	1.0	up
f30047	0.0	0.0	1.0	1.0	up
f30046	0.0	0.0	1.0	1.0	up
f30045	0.0	0.0	1.0	1.0	up
f30044	0.0	0.0	1.0	1.0	up
f30041	0.0	0.0	1.0	1.0	up
f30040	0.0	0.0	1.0	1.0	up
f30039	0.0	0.0	1.0	1.0	up
