feature	feature_idx	inv_coding_vs_other_mean_diff_raw	inv_coding_vs_other_cohen_d	p	q
f23313	23313	-0.0006496490694915391	-0.16834893576404208	0.02463312229903871	0.12481492987396017
f29436	29436	1.2352905574573175e-06	0.1544583017836757	0.02477315032149543	0.1255050386108167
f12769	12769	-0.0010890251122436458	-0.16521369429458344	0.02479433791708615	0.12559296102443637
f22613	22613	0.00010890008159417318	0.15999866690021766	0.024804358259973035	0.12562429852593454
f27699	27699	1.246727837078185e-05	0.18310263967263457	0.02481544921958743	0.12566104775574732
f16518	16518	-1.6980762366474591e-06	-0.1738900340000098	0.024829922473463616	0.12571491032299997
f11965	11965	4.097454857075351e-05	0.15692384601445483	0.024837985502604965	0.12573630603265248
f1999	1999	5.482318174845102e-05	0.15880055676907862	0.024908497773977287	0.12605430966141895
f29074	29074	-3.078742146010361e-05	-0.17888677310040793	0.024907478169299654	0.12605430966141895
f11611	11611	-0.00012524178799919774	-0.1791749950625485	0.024923710117818833	0.12611181796489926
f8182	8182	8.682468428815523e-06	0.16877090457165414	0.024936347861343282	0.12615628326702125
f25753	25753	0.0032141755164983815	0.1581820471052887	0.02495993438251395	0.12625611760515856
f3280	3280	7.520647902355398e-05	0.17278374090810916	0.024964553480066855	0.12625999204118393
f3249	3249	1.5593087893857317e-05	0.1897801384925692	0.02501792279186665	0.12641707033140293
f9412	9412	7.458721809563743e-05	0.18965405922765038	0.02511372675475662	0.12641707033140293
f22221	22221	6.505356104985164e-05	0.1896537255351634	0.02511398074080425	0.12641707033140293
f16432	16432	4.720652144503109e-06	0.1896504604734737	0.025116466021371638	0.12641707033140293
f9564	9564	1.4250127970875733e-06	0.1896487442600515	0.025117772444446507	0.12641707033140293
f946	946	1.3065183124427867e-06	0.1896478107617434	0.025118483070706066	0.12641707033140293
f21000	21000	1.8051808780047353e-05	0.18964579551814634	0.02512001723597445	0.12641707033140293
f16514	16514	2.8505341233655954e-06	0.18963782746267346	0.025126083957973284	0.12641707033140293
f23817	23817	1.6072410092819602e-06	0.18963517177326725	0.02512810623122982	0.12641707033140293
f24026	24026	3.4666302369960887e-06	0.18962850136808695	0.025133186283210603	0.12641707033140293
f19485	19485	2.035783929305424e-06	0.1896265402384467	0.02513468001165343	0.12641707033140293
f441	441	1.05947906753511e-06	0.1896144970079921	0.025143854640481036	0.12641707033140293
f8972	8972	3.0048850369135476e-06	0.18960834867917212	0.02514853960937251	0.12641707033140293
f26186	26186	8.83770437768785e-07	0.18960341036629827	0.025152303107286188	0.12641707033140293
f25400	25400	1.1160549211648003e-06	0.18958534871145166	0.025166072102541525	0.12641707033140293
f11118	11118	1.104425914634026e-05	0.1760742678106028	0.02502319276808528	0.12641707033140293
f23749	23749	5.750770095402398e-06	0.1546156117095034	0.025028044602477244	0.12641707033140293
f21311	21311	2.7180864602940186e-06	0.15416991766263835	0.025041774921943108	0.12641707033140293
f22681	22681	2.38447343638659e-06	0.15404818056346403	0.025155928588844856	0.12641707033140293
f3387	3387	1.2588775155756989e-06	0.15404818056346392	0.02515592858884491	0.12641707033140293
f10949	10949	1.0542687281382323e-06	0.15404818056346392	0.025155928588844936	0.12641707033140293
f2666	2666	1.339487963081024e-06	0.15404818056346387	0.025155928588844977	0.12641707033140293
f29344	29344	1.990133121373238e-06	0.15404818056346387	0.02515592858884502	0.12641707033140293
f30645	30645	1.5522912506573867e-06	0.15404818056346375	0.025155928588845116	0.12641707033140293
f28481	28481	6.540033143252579e-07	0.15404818056346373	0.025155928588845116	0.12641707033140293
f29995	29995	8.789624462695551e-07	0.15404818056346373	0.025155928588845116	0.12641707033140293
f19837	19837	7.358563483639625e-07	0.15404814460893626	0.025155962370327346	0.12641707033140293
f30356	30356	9.747589482935483e-07	0.15404544990508337	0.025158494321955622	0.12641707033140293
f13222	13222	2.0347892169821333e-06	0.1540441751321899	0.025159692179459247	0.12641707033140293
f3612	3612	-9.451153021006618e-07	-0.15402993455237285	0.02517307690162366	0.12641707033140293
f4085	4085	-1.544169773989468e-06	-0.15403039523173226	0.025172643812226277	0.12641707033140293
f26835	26835	-1.7493064641962165e-06	-0.15404203629186056	0.02516170208089626	0.12641707033140293
f14821	14821	-1.7237729800700987e-06	-0.1540427500337946	0.025161031351017205	0.12641707033140293
f15653	15653	-9.234140610800081e-07	-0.15404385272525917	0.025159995141322784	0.12641707033140293
f20167	20167	-1.154244080284813e-06	-0.15404804206301956	0.025156058718717633	0.12641707033140293
f7022	7022	-1.7260834882587117e-05	-0.17044067645318334	0.02516056091310845	0.12641707033140293
f2946	2946	-1.5628264674217456e-05	-0.17077573315589917	0.025038354466291084	0.12641707033140293
f28322	28322	-1.3238769399067446e-06	-0.18965690092815285	0.02511156391891811	0.12641707033140293
f13664	13664	-2.3418098260280766e-06	-0.18965690092815457	0.02511156391891678	0.12641707033140293
f23690	23690	-1.2349145708288285e-06	-0.18965690092815482	0.025111563918916602	0.12641707033140293
f24042	24042	-2.606628962442469e-06	-0.18965690092815493	0.0251115639189165	0.12641707033140293
f3118	3118	-1.6718792727596725e-06	-0.18965690092815513	0.0251115639189164	0.12641707033140293
f23687	23687	-1.0397913457920692e-06	-0.18965690092815518	0.025111563918916318	0.12641707033140293
f25777	25777	-5.194073958933401e-06	-0.1896569009281553	0.025111563918916256	0.12641707033140293
f1570	1570	-9.317188130715375e-07	-0.18965690092815543	0.025111563918916134	0.12641707033140293
f23226	23226	-1.5323495775591702e-06	-0.18965690092815546	0.025111563918916117	0.12641707033140293
f22560	22560	7.098169358162458e-07	0.1895593303179985	0.02518591830621093	0.12644280236830394
f31313	31313	-1.0739379035251051e-06	-0.15401917707203103	0.025183191960520174	0.12644280236830394
f14443	14443	-6.795169874890635e-07	-0.15400835690311138	0.025193369526993862	0.1264608352727535
f26412	26412	7.271417787381608e-07	0.18952548549277487	0.02521175469282743	0.12651404238190847
f6561	6561	4.3838029157930085e-07	0.15398478691083697	0.025215552087287724	0.12651404238190847
f27097	27097	-9.146775784050435e-05	-0.1721027771652622	0.02521133854407364	0.12651404238190847
f32595	32595	7.344841005007742e-07	0.18951127897143566	0.025222606501826325	0.1265300627452304
f23618	23618	-4.800711517159494e-07	-0.1539719672074081	0.025227624291685957	0.12653586297106467
f7037	7037	0.0002106140249818204	0.18645242945277551	0.025245730996852123	0.126607302311731
f7582	7582	-4.74541122335072e-07	-0.15394524697351453	0.02525280264965293	0.1266233874864311
f7358	7358	1.08212447995142e-05	0.18944015299143727	0.02527699797394698	0.1266948504590373
f11708	11708	7.203229705421881e-07	0.15392230425814699	0.02527443888829134	0.1266948504590373
f12472	12472	-5.075942808612471e-06	-0.176390707477424	0.025278653939855525	0.1266948504590373
f4189	4189	0.00128340859485607	0.16561733163071757	0.02532009350789204	0.12688313565783857
f32580	32580	1.6805757705117407e-06	0.15384207709568232	0.025350224187208233	0.12701470124869105
f9887	9887	-2.350260272911683e-06	-0.16039126115232363	0.025367733714512022	0.12708299929018957
f4476	4476	3.839713012695957e-05	0.18700928916816284	0.025379070923215386	0.1271203601363378
f15323	15323	-9.322484135082342e-07	-0.1658701459901341	0.025384009457666643	0.1271256643602049
f26198	26198	-2.366594889032162e-06	-0.18927747686367202	0.025401783269195004	0.1271952374946488
f30804	30804	1.2984769148908921e-06	0.153719012871435	0.025466858497787907	0.12750160722009382
f9530	9530	2.617597584405048e-07	0.18917859799564177	0.025477892521846113	0.12752657035980527
f30043	30043	6.026317200106579e-05	0.17655086004257448	0.02547962817827286	0.12752657035980527
f13402	13402	-7.026657347377909e-06	-0.16921400984917076	0.02555275502864582	0.12787304165831798
f28368	28368	-1.338132561505362e-06	-0.1536075524720428	0.02557289724480149	0.12795429789550392
f5477	5477	0.0010482600418706507	0.16022630204019472	0.025643008212141844	0.12828551039625405
f1758	1758	5.918796412249327e-07	0.18892576556514093	0.025673405431348478	0.12838474806705505
f3386	3386	3.891980227368103e-06	0.17675285918796435	0.02567459881846349	0.12838474806705505
f31870	31870	-1.6946051829939405e-05	-0.17077265270075578	0.025667262041929522	0.12838474806705505
f26265	26265	1.170975285890708e-06	0.18891315724241767	0.02568318936967251	0.12840810943933914
f11461	11461	-1.9839572389709866e-05	-0.16249440410268456	0.025707317712925608	0.12850913605143346
f23692	23692	-0.0005605842955245967	-0.1803430076082197	0.025754515851982945	0.12872543859636626
f9425	9425	-1.2048126265908462e-07	-0.1534088431021409	0.025762892363215068	0.12874766767696072
f29133	29133	2.3375435216011493e-05	0.16503295462228065	0.025810923263195847	0.12896802889423628
f14333	14333	-1.5039177952340708e-05	-0.1788559472028158	0.025832188505895047	0.12905460481188732
f4440	4440	-1.244235122838301e-06	-0.17074102600444357	0.02588903081844363	0.12931886613700622
f19874	19874	-4.501827762514645e-05	-0.17845558016411134	0.025893877375587824	0.12932336135394937
f3258	3258	9.195652833710708e-05	0.16293653841330538	0.025908485792453282	0.12937660201876092
f21794	21794	-1.9674655697890307e-05	-0.17038598513858386	0.02592081328426703	0.1294184381683471
f19453	19453	-2.3440914168595104e-05	-0.1721996210780155	0.02595240450095292	0.12955642758793803
f20538	20538	0.0005517467883961724	0.1759246159180699	0.026007679492924932	0.12979281779228818
f21855	21855	-2.0693067319739267e-06	-0.17077205881815513	0.026006009460160257	0.12979281779228818
f26170	26170	-1.772772972787514e-05	-0.1636223318364473	0.02601513150428278	0.12981023741926878
f19359	19359	1.9082021258605077e-05	0.1782704461459606	0.026038041303746175	0.12990477123038285
f3794	3794	-3.301926829413043e-07	-0.15309083570514945	0.02606950402793664	0.13004194062831903
f3547	3547	-1.706309072974039e-06	-0.18504774674723742	0.026075632532000407	0.1300527133650821
f28902	28902	-8.611211573121191e-07	-0.15304237611058968	0.026116504050044648	0.13023673789558105
f22890	22890	6.091944952830876e-06	0.18344044390398373	0.026203673305185846	0.13065154699700696
f26387	26387	2.168200505613374e-06	0.1790208574894929	0.026227637558971537	0.1307511376133241
f30133	30133	-3.417817059965214e-05	-0.16925102530730468	0.02626257668329171	0.13090540200153677
f20627	20627	-0.0003447294442418874	-0.17517489453285684	0.026300944765247927	0.13107670845135272
f18149	18149	0.0015351613696884673	0.17761527972419555	0.026319311229409004	0.13114829537184827
f12683	12683	1.4214968706505302e-05	0.15946062928293112	0.02634060796554752	0.13123445975597706
f17187	17187	-9.846614015385491e-06	-0.16335287483250446	0.02637614246774331	0.13139152270948812
f20974	20974	-1.3199802243393982e-06	-0.18794111321533746	0.026447307181954684	0.13172600117621083
f24196	24196	1.09219263020648e-06	0.17479002404344612	0.026453495091951707	0.13173679744271635
f6507	6507	-1.5210504329577003e-05	-0.17879373192194895	0.026478651325133867	0.13184203717094461
f20787	20787	-2.3918256543736294e-05	-0.18622369204820882	0.026510229809698624	0.13197921762446133
f17992	17992	-1.1948018429909916e-05	-0.16759682311224872	0.026557235865421525	0.13219314975514698
f21197	21197	-5.0123746364485685e-05	-0.17315727026926472	0.02658772829226981	0.13232482999409131
f26897	26897	6.286085528227714e-06	0.17563906238478547	0.026658124163730052	0.13263489410827609
f28629	28629	8.103546605314802e-05	0.1688503265740183	0.026655066457057654	0.13263489410827609
f23547	23547	2.5266980119627537e-06	0.18145056931094106	0.026662333032121868	0.13263569588531493
f6656	6656	3.7258345599856196e-05	0.1601954493289022	0.026721545822615975	0.13288990947267876
f2112	2112	-0.0003075349513622596	-0.15842419837620889	0.026718473836088396	0.13288990947267876
f1881	1881	8.980268735153873e-06	0.17478597364902576	0.026769014987824528	0.13309113268149317
f13224	13224	-8.056153087801866e-06	-0.16760453341182696	0.026770131088370404	0.13309113268149317
f19334	19334	0.0009353580602260651	0.18677706414968712	0.026881659431986775	0.13362533620560416
f30450	30450	8.237957775078312e-05	0.17541312411348683	0.026917007568026813	0.1337807529181105
f13012	13012	5.116485396645227e-07	0.16809267981696574	0.026976649718559457	0.1340568483436088
f15545	15545	1.7396814655512571e-06	0.1872715403860023	0.026985064482153907	0.13406328490827527
f7660	7660	1.2527161959962491e-05	0.16024770003708919	0.026994310114282234	0.13406328490827527
f16023	16023	-2.8789668570687963e-05	-0.16255836927696493	0.026990058549980964	0.13406328490827527
f27889	27889	-1.2121484615350522e-05	-0.16258986781615653	0.0269908125185608	0.13406328490827527
f25892	25892	2.433016857324936e-05	0.15848432991976685	0.027018171991506728	0.1341614577690093
f2071	2071	0.002652112081850881	0.16896855168703323	0.02702250997354388	0.1341626676989524
f21821	21821	1.593007850392552e-05	0.15971062347009338	0.027033181923928652	0.13417499322679402
f25330	25330	-9.948604513520845e-06	-0.17998677770809934	0.02702992577350237	0.13417499322679402
f28411	28411	-6.0636158134947e-05	-0.18681513176223033	0.027255748927154606	0.13525918231788614
f6441	6441	1.322796677920281e-05	0.16429523072869395	0.027278419939538986	0.1353511908811044
f2257	2257	8.772783238108007e-05	0.1768766698741662	0.027294642553087833	0.13541118049653023
f23813	23813	-9.204460547119861e-07	-0.15183086464507012	0.027315658764395838	0.13549492982012154
f1847	1847	-2.987627949110772e-05	-0.16300549596858813	0.027381918467309047	0.1358030428843322
f17517	17517	-2.0328122355893703e-05	-0.16429498662119776	0.02738696405925265	0.1358075118483037
f8225	8225	9.504430347370286e-06	0.1789673007281653	0.027415607877684683	0.13592898153063576
f23066	23066	-5.1626922148600884e-05	-0.15703512482065668	0.027422283823179478	0.13594151230226098
f27932	27932	2.31687380773414e-05	0.16795353806631905	0.027432778663921326	0.13597296797146785
f12611	12611	2.1083739069837707e-05	0.1723307838640706	0.027441043780561454	0.1359933639748091
f3701	3701	5.227220434479442e-06	0.16995428452032615	0.02750188330032279	0.136274264628002
f19376	19376	0.0003825516416292568	0.15156799687576633	0.027601980743289557	0.13674957741096344
f10948	10948	-3.540776003725076e-05	-0.17104648990792254	0.027619800173762806	0.13681717491970666
f3766	3766	-6.492133034027137e-05	-0.17376343597382138	0.027648604051725263	0.13693915622232972
f9368	9368	1.998369286880846e-06	0.18633773617061	0.02775085925257366	0.1374248384446628
f21181	21181	3.0269277235621383e-05	0.1561874276162155	0.027755867825520884	0.13742887230381812
f27804	27804	9.33889760626342e-06	0.15527178115279514	0.027764772144849684	0.137452191213542
f7224	7224	9.281860480242906e-05	0.15935592084756556	0.027788988845918645	0.13753052205151217
f3707	3707	-1.7167350181386199e-06	-0.1812510380128881	0.027784818254121053	0.13753052205151217
f31534	31534	-0.0002337629506978948	-0.16559541394562904	0.027829903449804582	0.13771221326535737
f1947	1947	-7.446070953544079e-06	-0.17508227933271608	0.027854770083923185	0.1378007754511382
f29661	29661	-6.209864862935673e-05	-0.17658504076241946	0.027856211443735946	0.1378007754511382
f32172	32172	1.0586664495940338e-05	0.15873709372578462	0.027917832285689035	0.13808475899433334
f3378	3378	4.2291858782543334e-05	0.18372858107986778	0.027926480493585204	0.13810668771714457
f21384	21384	-3.122179748168116e-05	-0.1831362634823692	0.028054836026529542	0.13872051711442887
f31092	31092	8.54194175369311e-06	0.17436945546175406	0.02816825516843284	0.13926031764622923
f9722	9722	0.00026003388697566437	0.15701421389935952	0.028245012831442845	0.13961873291004964
f27301	27301	-1.2017348352407362e-05	-0.1634234395351846	0.028258702967208425	0.13966533617337643
f5503	5503	3.790006067216561e-05	0.1681058376823404	0.028310255541403442	0.13989902783602895
f28977	28977	0.0007739109000162424	0.16753253963998213	0.028377823949106196	0.14021178153864775
f22581	22581	-0.000995554777896843	-0.17005869435835688	0.028393760666654177	0.1402693727611826
f22299	22299	-3.1577072115199773e-07	-0.18551119202858446	0.028444330914618027	0.1404980155879113
f16060	16060	-2.0479874770471586e-05	-0.16727114129064893	0.028503000796619903	0.14076659082195042
f15994	15994	-5.0166252191785725e-05	-0.1706923523433736	0.02853851077219853	0.1409207234754975
f14549	14549	-0.0005998135415132376	-0.1577400884277183	0.028564828252545946	0.14102942476712754
f30726	30726	4.714050524038122e-06	0.15780591085878862	0.028620605806534458	0.14128352079971696
f7665	7665	8.440593369970908e-05	0.1852868996810749	0.02863218044452223	0.14131936870102493
f7455	7455	-1.1227601443170625e-05	-0.17154705430513165	0.028642323484737792	0.14134814095600723
f7846	7846	9.117877248215962e-07	0.15051237308225673	0.028704502464600892	0.14163366010541215
f28486	28486	1.2444565210426071e-05	0.15768925988120763	0.02872623243276516	0.14169820628584207
f19238	19238	-0.0006425679747631734	-0.1637789668719316	0.02872208157877336	0.14169820628584207
f2456	2456	7.69428307003563e-05	0.17373717006517075	0.028769820769575783	0.14187050217869968
f32166	32166	-0.0002338361872914463	-0.1594744814219821	0.028768526816436657	0.14187050217869968
f10067	10067	2.8869932246812182e-06	0.17253207354240885	0.028781998242891894	0.14190919627190515
f19057	19057	3.824843430181077e-05	0.16710649020492407	0.028838138594188174	0.14216460440113707
f24123	24123	-0.00030273157547879546	-0.16156993516458368	0.028848216629780595	0.14219289448325068
f16138	16138	-3.997290969525548e-06	-0.18101602389482124	0.028872296620378865	0.14229018132900806
f27117	27117	-0.00020816436931641962	-0.16620732331534302	0.029016955894582	0.1429815956020546
f15427	15427	-8.109943547384385e-05	-0.18453262576324586	0.029037203549205977	0.14305985354087827
f7475	7475	0.00018626969462727966	0.1699248010119384	0.029095549632489216	0.14332576223051813
f11037	11037	2.675980944963371e-05	0.15380640483790742	0.02913537461350143	0.14350036905684876
f19260	19260	2.937715274699206e-06	0.15005133817250757	0.029163406393876174	0.14361684711670192
f30678	30678	2.024167321857899e-06	0.1542146458951054	0.029302542904443882	0.14428034949553975
f15390	15390	-1.2809721579548109e-05	-0.1539080369703446	0.029329444695031612	0.144391112344771
f11128	11128	-0.0006817893930193934	-0.16215541036141687	0.029365074435517294	0.14454480383100957
f16371	16371	3.333424597336162e-05	0.168397534897738	0.029447067218240384	0.14492662940932727
f24356	24356	-4.119285927007437e-05	-0.17563348592140232	0.029577832748402092	0.14554834412068476
f24775	24775	-3.183083143585657e-06	-0.1669979625176023	0.02964634953768885	0.14586360084849673
f5652	5652	3.212490245073209e-05	0.15585825392022826	0.029679459313233326	0.14600458231136912
f2874	2874	1.0668694477409448e-05	0.1506323147505178	0.029689627865335282	0.14603268176092862
f29002	29002	-6.980841308453772e-05	-0.16759228198131212	0.02970685858569965	0.14609550384754708
f4042	4042	-5.040462869875074e-06	-0.15296509838660313	0.029717504857536624	0.14612593024786316
f26087	26087	-0.0017735234483954357	-0.17774768656725762	0.02973331399602856	0.14618173038587604
f7323	7323	4.4241625064441655e-06	0.16628023976169942	0.029755707419145773	0.14626988009459477
f25830	25830	-1.8398889203375217e-05	-0.17695637280658558	0.02976642001994837	0.1463005926524176
f19306	19306	-9.439381010980923e-05	-0.16513827429146474	0.02979292531989934	0.14640890475141896
f14619	14619	2.0181894341260355e-06	0.167590963674043	0.02991907969979192	0.1470068081575621
f25827	25827	0.00023128899400760681	0.15988981983067016	0.029925598928688082	0.14701679545655938
f28453	28453	-9.957103053167208e-06	-0.14971514664014415	0.02993358111578957	0.14703396582254424
f19328	19328	7.306034395124347e-05	0.16683122837930295	0.030190909036888775	0.14827573550970793
f196	196	0.00014301412710597213	0.17105785015290698	0.03027236586132834	0.14865351184534797
f3807	3807	1.1876842027802946e-05	0.18340525446240008	0.0302793819635021	0.14866568597243585
f18065	18065	-2.8453846008027754e-06	-0.17480810610374886	0.030287339773796315	0.14868247935696743
f31798	31798	-0.00025408781791146984	-0.16598674043049635	0.03038958375391135	0.14916205518995912
f16873	16873	0.0001124524795226226	0.16622995100189422	0.030394725245038907	0.14916494785523962
f13798	13798	2.0030885850306523e-05	0.17676714572562613	0.030407505486538842	0.1492053219201714
f12124	12124	-3.465715725699111e-05	-0.16339790780216046	0.03041758016250483	0.14923241005613988
f27650	27650	9.002053893651742e-07	0.18321019731001584	0.030454409605180408	0.14939073262613048
f15379	15379	0.0010308885411008215	0.1673413499936257	0.03046237002663624	0.14940741521221618
f21671	21671	-0.0001490228299093627	-0.15914636869859783	0.03053497511685231	0.14974110515250172
f61	61	-5.524442194708549e-05	-0.16884846045663363	0.03058106641696496	0.14994469315443779
f32706	32706	7.73226137935199e-06	0.1640225371274784	0.030608123771414832	0.15003246069434872
f25650	25650	-1.4609112172059406e-06	-0.14872939960976037	0.030605024251210998	0.15003246069434872
f15922	15922	4.5461966982446356e-05	0.17969802407129784	0.030633330141969606	0.15013355699851333
f17564	17564	3.3091057557775934e-05	0.16445139597137817	0.03064166128304395	0.15015193015145567
f26061	26061	-2.3759948631819803e-06	-0.17896058810931453	0.030670032466614407	0.150268484429728
f23188	23188	-2.0163517851484736e-06	-0.1512895212768005	0.030710113422955862	0.15044236756516935
f3469	3469	1.5228975509093872e-05	0.182846300423111	0.030735376156129077	0.1505436182188397
f17505	17505	1.758698871371727e-05	0.15745372326553578	0.030747184651096375	0.15057894883382544
f8015	8015	2.1471364793744284e-06	0.16702285543474077	0.030758371457519185	0.15061122473400906
f30132	30132	-2.0787949461575492e-05	-0.164704549961669	0.030788411254182014	0.15073579261572334
f26692	26692	-1.3928953116188714e-06	-0.15414983496598147	0.03084945762407885	0.15101210448548189
f19156	19156	9.431191970751739e-05	0.15184228663948116	0.030871925415683628	0.15109951486499196
f28341	28341	-6.509712277201589e-05	-0.16618877892608203	0.03091966254997891	0.15131055890646788
f28355	28355	-5.285998832688278e-06	-0.15598895466464735	0.031070062922046136	0.1520238646901012
f31953	31953	0.0010226786968319987	0.15662607660514732	0.031099524833477537	0.15214530154425082
f19997	19997	9.617445883633776e-06	0.166984918894514	0.03112101319603127	0.15222769971750302
f31908	31908	-2.7113336408866878e-05	-0.15792972806588443	0.03116375885705208	0.15241403734744516
f3770	3770	0.0005090755899580077	0.16863077800247653	0.031177608222456455	0.15245901600260456
f1	1	0.0006705348092614239	0.15422529725065706	0.031218266696507624	0.15262363721122535
f2962	2962	-4.422276936013377e-05	-0.15670538988201793	0.031220588385828963	0.15262363721122535
f20768	20768	9.603478610785511e-06	0.1805044729375127	0.0312910563046604	0.15294530623375774
f19819	19819	-8.105265072204872e-06	-0.17093704572272517	0.031307287913308786	0.1530018210802837
f18612	18612	-3.8706587002803854e-06	-0.1760929042068579	0.03136355529597653	0.15325394869349224
f9450	9450	-4.509906834632171e-05	-0.16218981527964885	0.03141233765144501	0.15346943196101834
f30056	30056	-1.1391326036713527e-05	-0.18065147311571422	0.03141765206321235	0.15347251383532234
f21515	21515	5.3406094955735776e-05	0.17326997582936807	0.03144029496307353	0.15356023033984104
f20069	20069	2.3587495220010825e-05	0.16281873067443606	0.03148749981655279	0.15376786795660238
f20060	20060	-1.6932102962675383e-05	-0.16574799426088788	0.031529151832209834	0.15394833068661182
f18960	18960	-2.0802431557650113e-06	-0.16058107809307784	0.03153834086549127	0.15397025528611707
f16604	16604	-1.4328536805117763e-05	-0.15430392667057558	0.03154599506962091	0.15398468143026037
f3297	3297	2.3237684457149623e-05	0.15954848345923608	0.03156049385850707	0.15403250860225792
f12597	12597	1.725721902838448e-05	0.15116877160396416	0.03160565353036338	0.15422994115903907
f25039	25039	7.037306133602016e-06	0.15303273975018222	0.03161736336864889	0.15426411001546855
f12571	12571	7.014808024305498e-07	0.1660262613835716	0.031673112220730215	0.15451310722776354
f4514	4514	-8.719835465476172e-06	-0.16243248946644948	0.03171439540127769	0.1546914719424036
f21166	21166	-5.18631755855939e-06	-0.1705410689828511	0.03178937280826741	0.15503410748345087
f17867	17867	2.4378789779531748e-05	0.16666455642773426	0.03181376594386177	0.15512998250721166
f27266	27266	-0.00016693051273653468	-0.16180093506238888	0.031847703866036345	0.1552723642735127
f20552	20552	1.1178756413967043e-05	0.14793014212386882	0.03211387263638252	0.15654676860294292
f26278	26278	0.00012386879045100168	0.15028404564912845	0.032163436425690306	0.15676505797962517
f26130	26130	2.160478233396975e-06	0.17661070385073022	0.03221052967708626	0.15697124278089863
f11849	11849	9.965656630614862e-06	0.1713576273984749	0.0322306713771515	0.15704604307605954
f10057	10057	-0.0007290642834310465	-0.15622667517483488	0.03235190150717004	0.15761330784819325
f24472	24472	-3.270631287896496e-05	-0.18063116125668507	0.03237571110354555	0.15770585720841096
f16340	16340	-6.44606147401778e-06	-0.14713849942991492	0.032421048840081845	0.15790322954693845
f12685	12685	-1.6326129474469764e-06	-0.17528694268522982	0.03247032342095873	0.15811971434952826
f10895	10895	-2.1298090633457975e-05	-0.1618737596672611	0.03262944757082467	0.15885440154577699
f32504	32504	-5.025607779244751e-05	-0.1803044148256518	0.03263088918471145	0.15885440154577699
f2702	2702	4.271383158367739e-05	0.15461071196293485	0.032656571848614376	0.15895581496366545
f4767	4767	7.07704675222851e-05	0.1627951792700458	0.032715901041225466	0.15919730402715712
f28711	28711	-1.4160517814294029e-05	-0.16867068322271556	0.032715691068600665	0.15919730402715712
f7326	7326	0.00019336082774579064	0.1588769417953961	0.032822762730210724	0.15966987665432675
f27453	27453	-7.95381808624421e-06	-0.17065377811787127	0.032818244668152516	0.15966987665432675
f15085	15085	0.00010332423126307023	0.16060159570961927	0.03288646064607804	0.15995599561387638
f22986	22986	-4.994789178496706e-05	-0.17336162246449416	0.03289598436011446	0.15997857161060117
f8857	8857	-5.355339815344854e-05	-0.1581146575525326	0.03295338369614568	0.1602339333662712
f28133	28133	3.079535977310496e-05	0.16793754055188706	0.033079636719332894	0.1608239667684125
f3783	3783	-6.197611560800179e-05	-0.15916024998593997	0.03311122796301548	0.1609536742163019
f14914	14914	-0.0002714490307424481	-0.15753581577091935	0.03312100471395644	0.1609773186690781
f13453	13453	-4.4099194999071516e-05	-0.1556329493429978	0.03317184066947528	0.16120048569737003
f18278	18278	1.0050594866021787e-06	0.1710376942738822	0.0332331661942469	0.16147455365555788
f20842	20842	4.7396188381644544e-05	0.15858870082539278	0.033248593994568976	0.16152556382713656
f9777	9777	1.9557270326501397e-05	0.1526755866252023	0.033342632271217004	0.161958401165615
f22711	22711	2.0912337705647206e-06	0.18002190996369813	0.033441515509215855	0.16241464061152885
f30530	30530	-1.6928206793867399e-06	-0.14622272039209744	0.03350787117642353	0.1626886831692171
f22729	22729	-0.0005691216175430992	-0.15746605297582825	0.03350326873433098	0.1626886831692171
f12969	12969	5.2965590691083034e-05	0.166344195401914	0.03353459775745164	0.16279432582461859
f13108	13108	4.516831468787388e-06	0.17946686227168035	0.03368119720431901	0.1634817760318657
f24614	24614	2.017562513692173e-05	0.16831880089755621	0.03381431590222847	0.1641035994496775
f5682	5682	7.867024552721982e-05	0.1779642686812113	0.03395430923422045	0.16475859691795286
f21734	21734	3.887466240048839e-06	0.1633960325515556	0.034098851026192305	0.16543546793400496
f12722	12722	-6.892130095270708e-05	-0.1768096776945147	0.03421342429118718	0.16596676346019562
f13204	13204	2.2476793988366932e-05	0.15693910143131762	0.03423131923665908	0.16602899182161704
f7528	7528	0.0004149278218201145	0.16970667109860618	0.0343905478497935	0.1667765978898969
f30448	30448	-3.4635165880527206e-05	-0.1598330306464055	0.03454931835960963	0.16752176146902759
f861	861	3.132775291399982e-06	0.14534930527036727	0.03457341986819552	0.1676138219028008
f19555	19555	6.097250486178627e-05	0.1594088592879367	0.03464103026378992	0.16791675734968461
f12168	12168	-3.343507160259303e-05	-0.1635457371042912	0.03483925142714517	0.16885262398531176
f10027	10027	4.587179035084847e-06	0.15426820159523116	0.03485581136851063	0.16890790105343928
f19756	19756	-1.967175408364501e-06	-0.16204923630097035	0.03486327171537665	0.16891907253725597
f16137	16137	0.0001975248708787408	0.17272302641439574	0.034870972114104885	0.16893140364207404
f27421	27421	0.00035478856149678123	0.14933365527493717	0.034906315303256684	0.16907762599513895
f16473	16473	2.2029455415358504e-06	0.17295175580598657	0.034936967331381075	0.16917608179617188
f8505	8505	1.2813526472919362e-06	0.16984575933955914	0.03493506410438273	0.16917608179617188
f29558	29558	3.4169309959492336e-05	0.16100527645601717	0.034953946275907144	0.16923329071644877
f22855	22855	4.062697187625837e-07	0.14500902500707685	0.03499635184649221	0.16941357029189788
