feature	feature_idx	spearman_log_inv_len	p	q
f21661	21661	0.13959914586469332	0.00021138913548540204	0.00402720883231724
f15194	15194	-0.1395912218844375	0.00021156633070165494	0.004028242605712858
f1574	1574	0.1395790940734097	0.00021183780110022575	0.004031069144281183
f14644	14644	0.1395619746563503	0.0002122215598451833	0.004036027900758541
f3937	3937	0.13951657530232714	0.0002132424149052122	0.004053090169149648
f11096	11096	0.13949429093295093	0.00021374518572145842	0.00405944728739254
f4839	4839	0.13949077347706632	0.00021382464654661637	0.00405944728739254
f16078	16078	-0.13940213561020795	0.00021583617434002184	0.004095263324130767
f27336	27336	-0.13932642648515786	0.00021756832580292087	0.004123353903938757
f30250	30250	-0.13933024623453225	0.00021748062258211066	0.004123353903938757
f9615	9615	-0.13931635931526465	0.0002177996314782267	0.004125351632530944
f15049	15049	0.13926235781776533	0.00021904432016131497	0.004146530492805296
f1467	1467	0.13923645333188087	0.00021964375876591048	0.004155477302102399
f2395	2395	0.13922753069575008	0.00021985058718482093	0.004156990214005893
f15466	15466	-0.13913682592625665	0.00022196352134666028	0.004194521722887753
f25711	25711	-0.13910613814447167	0.0002226826780309882	0.004205686451711482
f4815	4815	-0.13908411299284476	0.00022320017399293657	0.004213031855645475
f27560	27560	-0.1390642122621984	0.0002236687237883592	0.004219445446803082
f8180	8180	-0.13905546179749811	0.00022387503928869635	0.004220907530156503
f21809	21809	0.13904781365431226	0.0002240555106016294	0.004221880949622882
f27514	27514	0.13901355737112925	0.00022486552087063851	0.0042347088436144155
f29938	29938	-0.1389755851354285	0.0002257666019927318	0.0042492360793209855
f10755	10755	0.13895611593361967	0.00022622991660911204	0.004253849440441382
f26710	26710	-0.1389543766859638	0.00022627134932523584	0.004253849440441382
f19832	19832	-0.13892934297457366	0.00022686849545044485	0.004262630079656065
f8775	8775	-0.1388871272007548	0.00022787884139459374	0.004279159813649311
f31731	31731	0.13886567622429447	0.00022839383868453064	0.004286374172975201
f18683	18683	-0.13885487047307224	0.00022865367694256385	0.004288794325159663
f5154	5154	-0.13883004853581662	0.0002292516012911413	0.004297549468597322
f9772	9772	0.13882253810984652	0.0002294328048808266	0.0042984872214607926
f26232	26232	0.1388013853546644	0.00022994387726431954	0.004305600554398413
f3711	3711	-0.1387891513271109	0.00023023995041430607	0.004308682293075946
f27750	27750	0.13871904482269806	0.00023194347948170943	0.004338084438160191
f12466	12466	-0.13866570704064102	0.0002332474409282309	0.004357498371913495
f9015	9015	-0.1386672892526498	0.0002332086616212635	0.004357498371913495
f27629	27629	0.13859310013628784	0.00023503351392740806	0.004388363637819548
f13634	13634	0.13857761996674287	0.00023541596651922592	0.004393001361561501
f21452	21452	0.13851523099943497	0.0002369632609012786	0.004419358072403584
f568	568	0.1385043748167395	0.00023723347324007714	0.00442188080269104
f29754	29754	0.13849458766286205	0.0002374773245098027	0.004423909590413425
f16619	16619	0.1384494230658049	0.00023860566373478344	0.00444240363026215
f25154	25154	-0.13844221301078238	0.00023878625519661078	0.004443241345986679
f21656	21656	0.13841698166579114	0.00023941923689784527	0.004449965714502889
f9495	9495	-0.13841760215391152	0.0002394036518172327	0.004449965714502889
f29848	29848	0.13841073422004715	0.0002395762097540205	0.004450358980283301
f12371	12371	0.13839246912069925	0.00024003569008580576	0.004451765898864083
f7666	7666	0.13835733149327747	0.000240921939997438	0.004451765898864083
f19964	19964	0.13835733149327747	0.000240921939997438	0.004451765898864083
f21427	21427	0.13835733149327747	0.000240921939997438	0.004451765898864083
f21587	21587	0.13835733149327747	0.000240921939997438	0.004451765898864083
f22257	22257	0.13835733149327747	0.000240921939997438	0.004451765898864083
f28579	28579	0.13835733149327747	0.000240921939997438	0.004451765898864083
f17402	17402	0.13834706977294195	0.0002411813410072993	0.004451765898864083
f32714	32714	-0.13834308131705392	0.0002412822337763248	0.004451765898864083
f3215	3215	-0.13834749310596356	0.00024117063461021507	0.004451765898864083
f1581	1581	-0.13835586470153288	0.00024095900230334294	0.004451765898864083
f18697	18697	-0.13839790348664685	0.00023989889599512464	0.004451765898864083
f12922	12922	-0.1382615016279705	0.00024335457897845187	0.004487474869986444
f2772	2772	-0.13821585830011052	0.00024452130013990353	0.004506453297516512
f7591	7591	-0.1381979505515419	0.0002449804811651548	0.004512377968982458
f2208	2208	0.1381784045564753	0.0002454825904422076	0.004519086249219246
f15594	15594	0.13814595761024995	0.0002463182344459692	0.004531923585808825
f1848	1848	0.13802812187498426	0.0002493754409354729	0.004585597333655205
f25855	25855	0.13796004368948944	0.00025115785357253964	0.004613195373242701
f31178	31178	-0.13796061591295636	0.0002511428221448471	0.004613195373242701
f2293	2293	0.1379476138652959	0.00025148457373152253	0.004616608690215423
f24514	24514	0.13785882171143185	0.00025383008617734036	0.004657016314881476
f27539	27539	0.13785355033149263	0.00025396997542398675	0.004657016314881476
f24955	24955	0.1377820554476763	0.0002558744095216829	0.0046893135633146
f17879	17879	-0.13773494479968704	0.00025713660699196986	0.004709811256519211
f9630	9630	-0.1376467550043274	0.0002595150796941047	0.004750720743808058
f3371	3371	0.13762751842044707	0.0002600366163910991	0.004757610187550829
f11435	11435	-0.1375989980405286	0.00026081165764020673	0.004769127453992351
f32071	32071	0.13752844438230558	0.0002627382491600787	0.0048016770487883205
f6463	6463	-0.13752202193808138	0.00026291428482992863	0.004802215878097604
f3716	3716	0.13749959049566093	0.0002635299844148603	0.004810780239167768
f30345	30345	-0.1374923147781814	0.0002637299782790941	0.004811750516842626
f22783	22783	0.13747879731346624	0.0002641019213815359	0.004815855180762475
f13914	13914	-0.13739372619265952	0.00026645400182846236	0.004856042676259763
f31264	31264	-0.1373820560123007	0.00026677818780070935	0.004859248281186016
f20473	20473	-0.13736961009924561	0.0002671243293829588	0.004862850014011552
f23734	23734	0.13732236434277512	0.00026844214052767416	0.004884126630100404
f17260	17260	-0.1372466381132349	0.0002705670397979232	0.004920055915703855
f19071	19071	0.13721574151158164	0.0002714385174745584	0.004933165468999629
f16235	16235	0.13718959482504928	0.00027217806799558386	0.004943864153037302
f26692	26692	0.13713258449534352	0.0002737971255966719	0.004970517568726728
f12640	12640	-0.13708818393259964	0.00027506430802066214	0.0049907570571545165
f25251	25251	0.13705276020324703	0.00027607922472087286	0.0050063995770080584
f32300	32300	0.1370154198611084	0.0002771528444170629	0.005023088720054378
f26405	26405	0.1370025370584557	0.00027752415924561834	0.005027037949231853
f4195	4195	-0.13693474529947997	0.0002794857650928579	0.00505977323235512
f3381	3381	0.13692800275600395	0.00027968157293066395	0.005060522242844835
f7291	7291	-0.13691774866292097	0.00027997960434051776	0.0050631190259547935
f24100	24100	0.13690929781712402	0.0002802254482257837	0.005064769711782945
f20034	20034	-0.1368914738642781	0.00028074462749527897	0.005071356093586164
f25174	25174	0.13688464373830747	0.00028094381487103477	0.005072158085781855
f29323	29323	0.13686096070261716	0.00028163550859632475	0.005081846005332803
f31704	31704	-0.13685309416536767	0.0002818656130648846	0.0050831989041882995
f11585	11585	0.13680316658239558	0.0002833301504407709	0.005106799983302079
f17026	17026	-0.1367963968506749	0.00028352927540085726	0.005107579602163436
f11184	11184	0.13675975683526423	0.0002846092775988941	0.005124218026571737
f29293	29293	-0.1366868591910639	0.0002867694586284834	0.0051602754642164446
f5689	5689	0.1366678018565676	0.0002873367079878083	0.005167645031473382
f21821	21821	0.1365949978887013	0.00028951342019149876	0.005203936233041707
f31681	31681	0.13657800459321254	0.00029002370428110206	0.005207924550675086
f2024	2024	0.13657356721179154	0.00029015709079446334	0.005207924550675086
f609	609	-0.13657173763205185	0.0002902121041727511	0.005207924550675086
f23922	23922	-0.13656017397609474	0.0002905600357533	0.005211314313937676
f6321	6321	0.1365164550757901	0.00029187899318741987	0.005229245953398237
f3984	3984	-0.13652023017402376	0.0002917648816984711	0.005229245953398237
f3062	3062	0.1364923833799918	0.00029260760015974375	0.005239434886357641
f16066	16066	-0.13647893077177486	0.00029301552660150756	0.005243873716918732
f23723	23723	0.13644982374960152	0.00029389996531136716	0.005256830820591091
f26117	26117	-0.13640998444466781	0.0002951145578502065	0.0052756758492283505
f3081	3081	-0.13637308356831013	0.0002962437493555571	0.00529297447049231
f26800	26800	-0.13634207690512465	0.0002971956947790627	0.005307089115269933
f8455	8455	-0.13627460689923543	0.00029927700025748585	0.005335532505134547
f29	29	-0.13627512416271528	0.00029926099209784434	0.005335532505134547
f4558	4558	-0.13627661275142908	0.0002992149280373741	0.005335532505134547
f12103	12103	0.13626210470575356	0.00029966415897553044	0.00533952972338781
f27902	27902	0.13623025969992872	0.00030065242717140713	0.005354227572582972
f11132	11132	-0.13615997914326056	0.0003028442808861125	0.00538740575248433
f17794	17794	-0.13616120809642956	0.0003028058253425486	0.00538740575248433
f20981	20981	0.13614209458739057	0.0003034044286074958	0.005394441842979068
f24924	24924	0.13611846005871417	0.0003041461517117886	0.005404696908509701
f15719	15719	0.13607523910646674	0.00030550694033979413	0.005425935729568766
f13060	13060	0.1359884904769411	0.00030825535939209796	0.005471783107562441
f16602	16602	0.13596359138405112	0.0003090484831108494	0.005481340436569682
f17381	17381	0.13596108799403397	0.00030912833028505775	0.005481340436569682
f10548	10548	0.13589057784065636	0.0003113852277722344	0.0055183727115416855
f31438	31438	-0.13586632446696975	0.000312165084231982	0.005526215818537864
f17537	17537	-0.13586735880802642	0.0003121317882398417	0.005526215818537864
f13346	13346	0.13585646276451446	0.000312482704385088	0.00552885165080484
f14493	14493	0.13583827671590087	0.0003130692222601795	0.0055362397598605305
f15551	15551	-0.13581257710222264	0.00031389981368045756	0.0055479337080265555
f27499	27499	0.13577084321031851	0.00031525300749579564	0.005568846657478292
f10551	10551	-0.13574659704389877	0.0003160416739723755	0.005579770243926078
f24770	24770	0.13573423974361995	0.00031644433435655734	0.005583870731392391
f21873	21873	0.13570658606006375	0.00031734716139790816	0.005596787828141364
f7239	7239	-0.1356712454390429	0.00031850445100200473	0.00561417635849042
f24422	24422	0.1356331072713634	0.00031975777290130177	0.0056332380120590626
f32540	32540	-0.13552327976235232	0.00032339277876074684	0.005694215246873806
f4494	4494	-0.13550495328881493	0.00032400308181305054	0.005701897413990354
f567	567	-0.13546751383974284	0.00032525322462260763	0.005720825370066348
f15324	15324	0.13544086076371542	0.00032614594240745884	0.005730552530200663
f3423	3423	-0.1354405602701553	0.00032615602016675523	0.005730552530200663
f29462	29462	0.13541340634419521	0.0003270678924427819	0.005742600291540983
f4174	4174	0.13539929472100398	0.00032754272292755425	0.005742600291540983
f31599	31599	-0.13540353824350596	0.0003273998684628788	0.005742600291540983
f17418	17418	-0.13540434656589473	0.0003273726635961878	0.005742600291540983
f30741	30741	-0.13538627968542058	0.00032798122580924714	0.005747213265945139
f14435	14435	-0.13535140724770434	0.00032915885256587756	0.005764766050710142
f19731	19731	-0.13533581577678397	0.0003296866459035022	0.005770925220601475
f25333	25333	0.1353172160857486	0.0003303173054110612	0.0057788774499250685
f3055	3055	0.13523656739353496	0.0003330649138485331	0.00582383729828641
f13905	13905	0.13522995789029071	0.0003332910355726494	0.0058246830152771075
f13464	13464	0.13519986210491086	0.000334322474220337	0.0058395942618614085
f17196	17196	-0.13518657767995165	0.00033477870365811516	0.005844447821773638
f24418	24418	-0.13515505099488145	0.00033586375812792317	0.005860268171637799
f6809	6809	-0.13511922755753758	0.0003371006788085031	0.005878720086853129
f6941	6941	0.13505553530569064	0.0003393103697322708	0.005897625685167894
f14526	14526	0.1350542480004715	0.00033935516962520847	0.005897625685167894
f4091	4091	0.1350527828026856	0.0003394061671298276	0.005897625685167894
f7719	7719	0.1350527828026856	0.0003394061671298276	0.005897625685167894
f8066	8066	0.1350527828026856	0.0003394061671298276	0.005897625685167894
f14159	14159	0.1350527828026856	0.0003394061671298276	0.005897625685167894
f29783	29783	0.13505167751435063	0.0003394446424019363	0.005897625685167894
f29634	29634	0.13501780267948196	0.0003406258076791803	0.0059150113757453
f11719	11719	0.1350072660587008	0.0003409939856490408	0.005918268496688437
f30649	30649	0.13496527466612543	0.00034246497187253715	0.005932441635341523
f17080	17080	0.1349632861656235	0.00034253477704059335	0.005932441635341523
f22286	22286	-0.13496441143905183	0.0003424952733319068	0.005932441635341523
f16110	16110	-0.13497289268182636	0.00034219766867549315	0.005932441635341523
f14433	14433	-0.1349047598069312	0.0003445952694571169	0.005964975060523406
f1508	1508	-0.13488346294975204	0.0003453479182424596	0.005974847193753388
f3681	3681	-0.13487285368488758	0.00034572343089664116	0.005978187537530944
f12780	12780	0.13486129254522292	0.0003461330688881128	0.005982114135720295
f8252	8252	0.1348270843898384	0.0003473477982030728	0.005996782218924283
f24993	24993	-0.13482767355469008	0.0003473268433657581	0.005996782218924283
f22246	22246	-0.13479671353241424	0.00034842959869232725	0.006012291253264971
f13223	13223	-0.1347385571943544	0.0003505098908840036	0.00604500426551949
f30508	30508	-0.1346669045080716	0.00035308889609571574	0.006086279298929203
f17039	17039	0.1345935334155313	0.0003557480955611579	0.006127693376007934
f17992	17992	0.13458794542859284	0.0003559513857927838	0.006127693376007934
f791	791	0.13458516724829028	0.000356052495969211	0.006127693376007934
f32495	32495	-0.13456696334408177	0.0003567156794139429	0.006135884190570121
f17977	17977	-0.13454079501959063	0.00035767103305421187	0.006149089407723198
f25892	25892	0.13452360436577995	0.00035829992857468884	0.006156671242546095
f2457	2457	-0.13445587957500016	0.0003607875970554958	0.006196167704567341
f10413	10413	0.1344293112296507	0.0003617679000041512	0.006207637397205282
f22143	22143	0.13442751317796287	0.00036183433315008814	0.006207637397205282
f24117	24117	0.13441277144041072	0.00036237942986252586	0.00621373582299071
f24996	24996	-0.13428226406406965	0.0003672386519643322	0.006293763675505878
f5791	5791	-0.13426578961069682	0.00036785635334261744	0.006301054357726549
f16158	16158	0.13425161533997312	0.000368388586123462	0.006306874185001882
f31834	31834	-0.13417484893384932	0.00037128360761981745	0.006349802324888402
f12296	12296	-0.1341751271515693	0.00037127307723562564	0.006349802324888402
f7697	7697	0.13410681276343384	0.00037386711976060037	0.006390650902616251
f30534	30534	-0.1340727156805586	0.0003751681741533121	0.006409546783449286
f2591	2591	0.13404519520764605	0.0003762213611475583	0.006424190496135065
f1002	1002	0.1340388012525111	0.0003764664472802678	0.00642502736691657
f2921	2921	0.13395581140219398	0.0003796610638740993	0.006476175815214204
f13892	13892	0.1339180157371235	0.000381124336264867	0.006497753512345037
f2661	2661	0.13390268954108858	0.00038171919279381784	0.006504510925360282
f19670	19670	0.1338780810839366	0.00038267613389508456	0.0065174280433857226
f15748	15748	-0.13386063596652753	0.0003833558712072774	0.006525613084529905
f25172	25172	0.13385083349301727	0.00038373831196535275	0.006528731571381453
f26912	26912	0.1338365153213927	0.0003842975708836204	0.006534853556156966
f4068	4068	0.13382369155628318	0.0003847991043597054	0.0065399880973334166
f19580	19580	0.13377869584901997	0.0003865637048822181	0.0065665730853190895
f21993	21993	0.13376350957893443	0.0003871609673316212	0.0065720383554032855
f30705	30705	0.1337552257710628	0.00038748712471432947	0.0065720383554032855
f12514	12514	-0.13376006873427101	0.0003872964122032795	0.0065720383554032855
f30675	30675	-0.13373648686875336	0.0003882258748770521	0.006581161649234994
f359	359	-0.1337260868389856	0.00038863644532419694	0.006584715119122691
f31842	31842	-0.13371977621846068	0.00038888577217042596	0.006585534357871068
f8212	8212	-0.1336918226628301	0.00038999198627397006	0.006600856098256948
f29130	29130	0.1336141083546478	0.0003930828340384258	0.006649735831580349
f14620	14620	0.13360251911348825	0.0003935457126722118	0.00665099105964062
f24193	24193	-0.13360208708066268	0.0003935629780469715	0.00665099105964062
f8061	8061	0.13356882185567007	0.00039489448251041754	0.006670052785000702
f19373	19373	-0.1335613483075028	0.0003951942028464975	0.006671676269383838
f21296	21296	-0.13354599357398741	0.00039581065709642184	0.00667864243652706
f29537	29537	-0.13349689520619704	0.0003977878560134006	0.006708549905222394
f3597	3597	-0.13346413051013026	0.0003991124139039344	0.00672742570926138
f14128	14128	0.13345563870562452	0.00039945637708558646	0.006729761729738045
f22510	22510	0.13343649807568045	0.00040023268796868656	0.006739375498128428
f10131	10131	0.1334208807923619	0.0004008671397020791	0.006746591902289537
f28833	28833	0.13339716776043506	0.00040183227382192854	0.0067593634233043915
f26918	26918	0.13338460514897882	0.00040234445671300824	0.00676127505654052
f28597	28597	-0.13338425864273923	0.0004023585925370488	0.00676127505654052
f23972	23972	-0.1333295803512911	0.00040459501922417715	0.006795371394124981
f13505	13505	-0.13327168265142272	0.0004069757518345428	0.006831855243911014
f23441	23441	-0.1332295367162292	0.0004087169826537137	0.006857571985456677
f27490	27490	-0.13322300163467596	0.0004089875961225457	0.006858600588405106
f22012	22012	-0.13320212957925373	0.00040985301319988504	0.006866085652624659
f26297	26297	-0.13320477521028293	0.0004097432231397975	0.006866085652624659
f20214	20214	-0.13311632434269152	0.000413428713750647	0.006922448692989883
f14790	14790	0.13304522605734698	0.00041641354531413404	0.006968865706258195
f30126	30126	0.1330236274806555	0.0004173242610703337	0.006980541800282131
f1755	1755	0.1330070791846026	0.0004180232844736493	0.006988666829404357
f20338	20338	-0.132980179054512	0.0004191619128180017	0.007004129300979235
f10651	10651	-0.1329409550798699	0.0004208273650324514	0.007028374667371747
f4009	4009	0.13292424380368814	0.00042153879822975535	0.007036670066425177
f20563	20563	-0.13291318982437095	0.00042201000439246074	0.007040948993855475
f5268	5268	0.1328995012618937	0.0004225941970904226	0.007047107710055454
f18625	18625	-0.13285798438204585	0.000424370642762421	0.0070731318525122135
f29506	29506	0.13284469755837022	0.00042494063432689733	0.00707903137042388
f29196	29196	0.1328361401326873	0.000425308116974613	0.007081553037105752
f31927	31927	0.1327887778580738	0.00042734736147975765	0.007111893520045048
f27296	27296	0.13271575190357174	0.00043050944804681	0.007157431601447256
f29838	29838	-0.1327154961804214	0.0004305205592789472	0.007157431601447256
f30754	30754	0.13270446233591823	0.00043100023700473096	0.007158142811034478
f15727	15727	-0.13270549528948009	0.00043095530998056315	0.007158142811034478
f24632	24632	0.1326647547553504	0.0004327305799963357	0.007183239941904726
f30194	30194	-0.13263278196657907	0.0004341285639506225	0.007202797358751392
f13084	13084	0.13259680767642895	0.0004357065397731662	0.007225319785064327
f18888	18888	-0.1325605348074072	0.0004373030208018242	0.007248126143466958
f24123	24123	-0.13252121286767754	0.0004390398551650288	0.007273234567263733
f3452	3452	0.13248600317345663	0.00044060050378789197	0.007288034986431925
f4157	4157	-0.13248761888734137	0.000440528775265821	0.007288034986431925
f2790	2790	-0.13248767710019987	0.0004405261911484596	0.007288034986431925
f7040	7040	0.13240405472889538	0.00044425285025949407	0.007344741370990465
f20069	20069	-0.132375522578541	0.0004455310990410869	0.007362159885717769
f28741	28741	-0.13236318924003593	0.00044608469590666044	0.007367592396910005
f26099	26099	-0.1322936495888955	0.0004492180755760429	0.007415605995201901
f25605	25605	0.13226066488602536	0.0004507114857085533	0.007436512569837802
f18924	18924	-0.13219503811569686	0.0004536965531234394	0.007481997308882165
f10924	10924	-0.13208808423350377	0.00045860088410718615	0.007559071313090682
f10993	10993	0.13207187680725382	0.00045934836213391703	0.007567585284265557
f6551	6551	0.13202875232045075	0.00046134276922747116	0.007596623046254159
f9374	9374	0.13200995942626412	0.00046221441655818846	0.007605732448734243
f14074	14074	0.1320030247465958	0.0004625364462450528	0.007605732448734243
f25836	25836	0.13200182224675913	0.00046259230866477495	0.007605732448734243
f12561	12561	-0.1319706151493511	0.0004640442405226848	0.00762577817123738
f29036	29036	-0.13189391446909396	0.00046763084091333204	0.007680865862179481
f30034	30034	0.13180227484518278	0.0004719498328436716	0.007747921905120958
f14619	14619	-0.13176851423148134	0.0004735503148067633	0.007770303813514281
f29549	29549	0.13173326495507756	0.0004752267596450632	0.007793909139163879
f705	705	0.13170849999429635	0.0004764078757504033	0.007809371321955585
f29160	29160	-0.1316977753421966	0.0004769202142880027	0.007813860790894637
f6706	6706	0.131598482032197	0.000481688071848841	0.007887956765641524
f923	923	-0.13159359007129606	0.0004819241163578592	0.007887956765641524
f1008	1008	-0.13155013115213843	0.0004840258060963302	0.007918401205274362
f11934	11934	0.13146565596630178	0.00048813548348876205	0.007981648464550775
f570	570	0.13142758011383218	0.0004899984515515049	0.008008114344358958
f24197	24197	0.13141601027004868	0.0004905658479700644	0.00801339068109824
f32199	32199	-0.13140837513149664	0.0004909406173951655	0.008015516766718876
f22513	22513	0.13139048293323927	0.0004918198966948769	0.00802587369267815
f3580	3580	0.13137250536952244	0.0004927048468001738	0.00803262165805926
f13050	13050	0.1313671487168888	0.0004929688157457634	0.00803262165805926
f8391	8391	-0.13137154132526394	0.0004927523439529355	0.00803262165805926
f2946	2946	0.13135111288581838	0.0004937598276812266	0.008041511945058864
f6348	6348	-0.13132558825109622	0.0004950213376018365	0.008058052255607042
f10248	10248	-0.13130954565725106	0.0004958157484746119	0.008066976388290011
f28371	28371	-0.13122004682571056	0.0005002694388049198	0.008135398992932811
f9341	9341	-0.13118508566974224	0.0005020192824862006	0.008159805480410625
f4727	4727	0.13117342986573183	0.0005026039325935602	0.008165258137444611
f24943	24943	-0.1311565940300282	0.0005034495291828826	0.008174942602707977
f21733	21733	0.1310936438374165	0.0005066230051157041	0.008218328035461084
f11458	11458	-0.13109475402735035	0.0005065668768440823	0.008218328035461084
f21675	21675	-0.131062059738842	0.0005082222392983108	0.008240191161468109
f8977	8977	0.13104863485248322	0.0005089034182677498	0.008247154900987945
f16220	16220	-0.13096603028236278	0.0005131135003338012	0.008307165602242095
f16417	16417	-0.13096833794028181	0.0005129954480730184	0.008307165602242095
f2412	2412	0.1309211650923028	0.0005154136844772389	0.008336167627319924
f8381	8381	-0.13092521987522365	0.0005152054071082855	0.008336167627319924
f6181	6181	0.130916060056098	0.0005156760203641538	0.00833629592268998
f29238	29238	0.13088782253182116	0.0005171293254473084	0.008347305351240787
f21724	21724	0.13088303676953975	0.000517376012218324	0.008347305351240787
f3397	3397	-0.13088526176333878	0.000517261309138716	0.008347305351240787
f32039	32039	-0.1308915340876976	0.0005169380850139868	0.008347305351240787
f26219	26219	0.13086622384387406	0.000518243518735249	0.00835718682180937
f27838	27838	-0.13084589512827238	0.000519294238275255	0.008370011608363776
f20088	20088	-0.13082640735326564	0.0005203033522523454	0.008382153513571708
f25721	25721	-0.1308090182704639	0.0005212053313481644	0.008392558377207199
f31897	31897	0.13079769771082142	0.000521793314849233	0.00839789947985249
f28092	28092	-0.13078314588803325	0.0005225500344738131	0.008401825088144214
f19207	19207	-0.13078639833692196	0.0005223808130721982	0.008401825088144214
f10235	10235	-0.13076672452503835	0.0005234051989890826	0.008411447552954516
f19722	19722	-0.13073010342259253	0.0005253169816966715	0.008438032772664967
f7787	7787	-0.13071649460468845	0.0005260290753085004	0.008445331082659942
f29913	29913	0.13070430103990321	0.0005266678768866565	0.00845144612625953
f11965	11965	-0.13067527218236216	0.000528191556872363	0.008471747888200485
f1110	1110	-0.13063992529298107	0.0005300523947592789	0.008497434868626249
f29895	29895	0.13060769198567632	0.0005317546303664237	0.008520555368140328
f1507	1507	-0.13058739242090625	0.000532829254090819	0.008533601660825002
f20328	20328	-0.1305505813603106	0.0005347831203299186	0.00856070995943858
f4388	4388	0.13047439328360264	0.0005388482290925024	0.008621571665480039
f21786	21786	-0.1304581732841736	0.0005397173680175961	0.008631263404197457
f31376	31376	0.13044651838539073	0.0005403426932841949	0.008637048474895853
f13425	13425	0.1304319421415998	0.0005411257066946503	0.008645347224266358
f320	320	-0.13040402317796462	0.0005426284165102961	0.008665130580998723
f21004	21004	-0.13035739920756603	0.000545146555939878	0.008701101970305858
f26189	26189	0.1303516517092617	0.000545457726704497	0.008701829984738538
f11549	11549	-0.13033360991829493	0.0005464355860179392	0.008713187972085564
f13891	13891	0.13032640344752638	0.0005468266296908549	0.00871518239382779
f25938	25938	0.13031937352537867	0.0005472083439696598	0.008717026259211383
f26114	26114	-0.13025134927092027	0.0005509147750639237	0.008771805320356974
f11625	11625	-0.13020838297452533	0.0005532678859207419	0.008804993727950884
f7009	7009	0.13018421316338408	0.0005545956825224485	0.008819071483080981
f24410	24410	0.13018248481303765	0.0005546907448312348	0.008819071483080981
f26511	26511	-0.13013002692099174	0.000557583236959258	0.008860760188497074
f12735	12735	0.13003131613704172	0.0005630641248725872	0.008943521688717855
f19571	19571	0.1299761651590266	0.0005661481264633912	0.008987624466208015
f30099	30099	0.12996257080463094	0.0005669107203281303	0.008987624466208015
f7638	7638	-0.12996208732687045	0.0005669378592423085	0.008987624466208015
f23401	23401	-0.1299705907933294	0.0005664607127415865	0.008987624466208015
f29859	29859	0.12994288039058063	0.0005680169736659758	0.009000377269384283
f32552	32552	0.12991811883795498	0.0005694109828018734	0.009016373392824236
f3457	3457	-0.1299151770198068	0.0005695768103987478	0.009016373392824236
f2291	2291	-0.12989316821866356	0.0005708188508082181	0.009031671706076142
f30511	30511	-0.1298865454640353	0.0005711930903579732	0.00903323126681953
f22373	22373	0.12985106855658307	0.0005732017090767402	0.009059674566295759
f5213	5213	0.12984725307824668	0.0005734181228789491	0.009059674566295759
f11972	11972	-0.12982257922612006	0.0005748194568625679	0.009077438054203675
f858	858	0.1297877429759369	0.0005768033752478488	0.009104380057861999
f5814	5814	-0.1297687842711821	0.0005778857415643136	0.00911707269117931
f3432	3432	-0.12969673739687418	0.0005820161847463877	0.009173403723794916
f7950	7950	-0.12969866308638875	0.0005819054292560126	0.009173403723794916
f15657	15657	0.12964807063674197	0.0005848217497233023	0.009213191872564025
f3310	3310	-0.12962126065544424	0.0005863726663076895	0.00923318574222507
f16119	16119	0.12959532976304838	0.0005878763630196507	0.009250340909654103
f901	901	0.1295927399910259	0.0005880267369021453	0.009250340909654103
f21167	21167	-0.12958305838412115	0.0005885892113315217	0.009254746294103312
f1196	1196	-0.1295736295701506	0.0005891374795408909	0.009258924186856553
f30242	30242	0.12955950610972414	0.0005899596203892619	0.009267400211368808
f32587	32587	0.12938664008991857	0.0006001090494756948	0.009421444538080416
f24951	24951	-0.12938272012396157	0.000600341070419675	0.009421444538080416
f30216	30216	-0.12932910304679152	0.0006035230145999133	0.009466846406132101
f12215	12215	0.12929994025225094	0.0006052602709399363	0.009486146915731858
f8	8	0.12929873055337718	0.0006053324341063023	0.009486146915731858
f32207	32207	-0.12927998290881615	0.0006064518247623278	0.009499145981745678
f30852	30852	0.12926696785370817	0.0006072300621819329	0.009502251517467803
f8268	8268	-0.1292710889444232	0.0006069835405871391	0.009502251517467803
f23162	23162	0.12925358732542797	0.0006080311198919485	0.009510245220343373
f3060	3060	0.12920758751282413	0.0006107925018408531	0.009548878196718071
f26222	26222	0.1291763262916232	0.0006126757631915448	0.009573752698264444
f14870	14870	0.12913490133256159	0.0006151796226456951	0.0096037188541468
f21288	21288	-0.12913695486449014	0.0006150552769994034	0.0096037188541468
f20019	20019	0.1291217973899487	0.0006159736436012978	0.009611535406441584
f26257	26257	-0.12907582528919403	0.0006187668107375455	0.00965052396680052
f30038	30038	-0.12903524194589333	0.0006212423365819107	0.009684523732215056
f11477	11477	0.12901394172239458	0.0006225452961924872	0.009700220763497584
f32045	32045	-0.12894388387441827	0.0006268487338345974	0.009762632752039965
f32266	32266	-0.12890003527979335	0.0006295562523355769	0.009800142174124553
f24430	24430	-0.12886903657105622	0.000631476874862667	0.009825372381528903
f18629	18629	0.1288433370278172	0.0006330732932659621	0.009840866069136171
f11286	11286	-0.12884374230472195	0.0006330480890046473	0.009840866069136171
f578	578	0.12882772994378153	0.0006340446102386067	0.00985129150701691
f31010	31010	-0.12881499005442126	0.0006348385107766833	0.009858951810962255
f23726	23726	-0.12873721105941838	0.0006397054433771316	0.009929828502407319
f5002	5002	0.1287195977846315	0.0006408123725858137	0.009942301053452625
f19360	19360	-0.12870841261609206	0.0006415162417412178	0.00994851122071757
