feature	feature_idx	spearman_log_inv_len	p	q
f9516	9516	0.219571314464521	4.339122178901705e-09	3.9827550576540914e-07
f13971	13971	0.21943652008418893	4.436881673147327e-09	4.0551423894900105e-07
f12951	12951	-0.21942853811979857	4.442737175985455e-09	4.0551423894900105e-07
f7796	7796	-0.2194003283647866	4.463491804758208e-09	4.062769429397693e-07
f1066	1066	0.2191356667260539	4.662851445141617e-09	4.2324741317008445e-07
f200	200	0.21893523781690355	4.8195535061694474e-09	4.35253226366686e-07
f22821	22821	-0.21893255742714982	4.821683385348725e-09	4.35253226366686e-07
f13253	13253	0.21866099542223202	5.042273935389482e-09	4.5391547339242456e-07
f107	107	0.21860247529375273	5.091077410566417e-09	4.570532180532613e-07
f6330	6330	-0.2185262984553116	5.155293356080195e-09	4.615536958798793e-07
f7704	7704	0.21828909059205417	5.360333312261578e-09	4.786032751394752e-07
f13839	13839	0.2181781897031688	5.458889931405207e-09	4.860785469355593e-07
f24451	24451	0.21799788056927008	5.622895642726591e-09	4.993253236337803e-07
f7726	7726	0.21792403726959764	5.6914338634571214e-09	5.02730757063132e-07
f24720	24720	-0.21792350756278128	5.691928432324889e-09	5.02730757063132e-07
f30420	30420	-0.2179059739444603	5.708322528417229e-09	5.028234209977843e-07
f20235	20235	-0.21784058389081676	5.769868025245639e-09	5.068821325770753e-07
f15842	15842	0.2176100473206225	5.992031256923145e-09	5.249916583605819e-07
f3513	3513	-0.2175779466912857	6.02361707603372e-09	5.263516915932612e-07
f8546	8546	-0.2175574789085713	6.043840919075485e-09	5.267143064794294e-07
f12683	12683	0.21738032438486019	6.2216599418792695e-09	5.407728195636602e-07
f19163	19163	-0.21695398569195887	6.670664499795427e-09	5.782654347335888e-07
f18325	18325	0.21682819391876929	6.80904677268088e-09	5.887040755862983e-07
f32710	32710	-0.21678336609183196	6.859031521583103e-09	5.914651181558819e-07
f20400	20400	0.21614871390774196	7.606070766622958e-09	6.52449546808118e-07
f5950	5950	-0.21615421338172516	7.599270432572201e-09	6.52449546808118e-07
f13097	13097	-0.21609675706952253	7.670609702815591e-09	6.562677251745726e-07
f8440	8440	0.21595880825271607	7.844553739837938e-09	6.694019191328374e-07
f31719	31719	0.21589998244597333	7.919887566693506e-09	6.740750020400333e-07
f1725	1725	-0.21553943476633283	8.397183181928383e-09	7.128468873197649e-07
f30113	30113	-0.21552316329677387	8.419368922481887e-09	7.128834130539701e-07
f157	157	0.2151400253634475	8.958510723282367e-09	7.565785551044242e-07
f3840	3840	0.21510988235164502	9.002320170386168e-09	7.583239777460512e-07
f6467	6467	0.21504573618230322	9.096242144650899e-09	7.642709297331299e-07
f6797	6797	0.21496649089841754	9.213585109183472e-09	7.721502732934118e-07
f6638	6638	0.21483825496788347	9.406588395749973e-09	7.863140014079977e-07
f26426	26426	0.21465805822340464	9.684436437503492e-09	8.074799317661944e-07
f29330	29330	0.21452961316458075	9.887330022664918e-09	8.202228612219849e-07
f11381	11381	-0.2145431056218394	9.865824868164438e-09	8.202228612219849e-07
f10535	10535	-0.21412333856574786	1.0556599777425174e-08	8.73531973501687e-07
f2120	2120	0.21394298953811242	1.0867585553543643e-08	8.970001093665443e-07
f411	411	-0.21392206301804664	1.0904240424015702e-08	8.97764196517956e-07
f7321	7321	0.2134668387972516	1.1731937959128874e-08	9.634890803126188e-07
f25745	25745	-0.21326645848369738	1.2115290732608121e-08	9.924846168152573e-07
f12196	12196	0.21322718697551912	1.2191832583849703e-08	9.940182915120574e-07
f5158	5158	-0.2132257294290434	1.219468240929709e-08	9.940182915120574e-07
f32537	32537	-0.2129568697808171	1.2731559616459984e-08	1.0352053238515154e-06
f32151	32151	-0.21288888859561986	1.2870897337401291e-08	1.0439444652276375e-06
f868	868	-0.21283828301208083	1.2975579882838065e-08	1.0498365471625624e-06
f13585	13585	0.21253416542995332	1.3622280326424704e-08	1.0994455215179427e-06
f8331	8331	0.21249024747797085	1.3718215474217859e-08	1.1044680212756039e-06
f13573	13573	0.21245700820898808	1.3791259023549424e-08	1.107627391381538e-06
f25370	25370	0.2123219727372677	1.4091896668232297e-08	1.1290055501824839e-06
f19920	19920	0.21223393060146797	1.4291321132128579e-08	1.142190270384364e-06
f22926	22926	0.21215757876454658	1.4466478507407489e-08	1.1533760772037192e-06
f27701	27701	0.2120295673762633	1.4764826496149656e-08	1.1743054238491067e-06
f25875	25875	-0.2119412296294626	1.4974178373464337e-08	1.1880723412631463e-06
f26814	26814	0.211871227528979	1.514211713572011e-08	1.1984949137760303e-06
f26898	26898	0.21180313684270238	1.530722098092973e-08	1.208643414706278e-06
f29005	29005	0.21175098729559585	1.543484989062852e-08	1.2157912529233541e-06
f10689	10689	0.21157189385093542	1.588105751784731e-08	1.2479388315223518e-06
f3263	3263	0.21154622338043744	1.5946030638690277e-08	1.2500467271976148e-06
f31926	31926	0.21152896299090831	1.598986223047389e-08	1.2504911827402589e-06
f26210	26210	0.2115138716952746	1.6028281212864108e-08	1.2505112351979312e-06
f1690	1690	0.21143123141366	1.6240255937382068e-08	1.264039683031201e-06
f5695	5695	0.21127512137999566	1.66481203229205e-08	1.2927147079181492e-06
f11262	11262	0.21121426166821125	1.6809801302070546e-08	1.3021833784072048e-06
f5249	5249	0.211122856884768	1.705549114194206e-08	1.3180998437244278e-06
f22354	22354	0.2109887029434527	1.7422399961064037e-08	1.3432875339391678e-06
f13112	13112	0.21067266917395114	1.8317234354641336e-08	1.4089651064152283e-06
f8491	8491	0.2106551991316461	1.8367977605922797e-08	1.4095594618053355e-06
f991	991	-0.21060913994833302	1.8502414278309482e-08	1.4165586707281427e-06
f13305	13305	-0.21050060821330535	1.882297542884262e-08	1.4377418621266084e-06
f8843	8843	-0.2104162491740446	1.9075850012242075e-08	1.453668495816624e-06
f19590	19590	0.2103076939738848	1.9406101664026997e-08	1.4754040355611058e-06
f9448	9448	0.2101945158127942	1.9756313846340927e-08	1.4985529910113413e-06
f14622	14622	-0.21010992530739517	2.0022056466276778e-08	1.5152026473139895e-06
f10816	10816	-0.20976469644329018	2.1142956347875715e-08	1.5963419207538973e-06
f20513	20513	0.2096448514532785	2.1546103888885444e-08	1.6230407637494212e-06
f8266	8266	0.20945386157859583	2.2204010015020288e-08	1.668763761862809e-06
f12123	12123	0.20942667665962744	2.229922208526043e-08	1.6720844606174227e-06
f5934	5934	0.20930097357277427	2.2744649044706958e-08	1.701590547709949e-06
f32126	32126	0.2092842097897574	2.2804698630831766e-08	1.7021967306038616e-06
f5012	5012	0.20925832743843806	2.2897713535253753e-08	1.7052551752799886e-06
f5784	5784	-0.20913838248479882	2.33335854842256e-08	1.7337753495399194e-06
f28227	28227	0.20909708184627873	2.348552085361816e-08	1.7411166229216287e-06
f21836	21836	0.2089584524995317	2.4002543662719223e-08	1.7754296856433035e-06
f10000	10000	0.2088990895629415	2.4227295098341803e-08	1.788018031041586e-06
f1544	1544	0.20885730221988813	2.438672524150522e-08	1.7957398038508832e-06
f11269	11269	0.20883751224487598	2.446258349003947e-08	1.7972868515731243e-06
f24532	24532	0.20869451633956057	2.501754214362833e-08	1.8339481453297831e-06
f12715	12715	-0.208638287968331	2.5239084189663252e-08	1.8460587293010837e-06
f23247	23247	0.20847202392170874	2.590534277906507e-08	1.8905707621033503e-06
f196	196	0.20844491600721812	2.6015572920374756e-08	1.8943962076774221e-06
f5651	5651	0.20820013374635202	2.703172774176127e-08	1.959755456578116e-06
f17117	17117	0.2081998897408624	2.7032759593912004e-08	1.959755456578116e-06
f14234	14234	-0.20811189970816482	2.7407349710065173e-08	1.9825254642371206e-06
f1829	1829	-0.2079883624721637	2.7941763598042633e-08	2.0167306378428657e-06
f23505	23505	-0.20783365860977016	2.862524365836891e-08	2.0615208443899616e-06
f3662	3662	0.2071426020644273	3.188109430421352e-08	2.290964250351905e-06
f1033	1033	-0.20712836005498328	3.195182747023848e-08	2.2910229377347365e-06
f30096	30096	0.20710789805309276	3.205371830136583e-08	2.293310570522174e-06
f32704	32704	0.20693620568393514	3.292114429486963e-08	2.3470467410734663e-06
f3705	3705	0.20693095165526265	3.294804385051863e-08	2.3470467410734663e-06
f1109	1109	0.20642017386888145	3.566721696201254e-08	2.5352350659679544e-06
f25006	25006	-0.2062824793649834	3.6436643835858094e-08	2.5843202277346276e-06
f1368	1368	0.2060606783584336	3.7709943686134264e-08	2.6688540706420036e-06
f14962	14962	0.20602730298086822	3.790523183938658e-08	2.67689361403668e-06
f3974	3974	0.20597676870802595	3.8202785171957954e-08	2.6921050849778888e-06
f1373	1373	0.2059605729087269	3.829862582047719e-08	2.693067319496559e-06
f2376	2376	0.20594473022011647	3.8392601982443856e-08	2.6938946076246688e-06
f27035	27035	0.20590549428041477	3.862630461135944e-08	2.704501601506466e-06
f6149	6149	0.20566426486236433	4.009368879801608e-08	2.8012579840797247e-06
f2759	2759	0.20564982797080736	4.0183197437666625e-08	2.801538326888213e-06
f14501	14501	0.20543096250728246	4.156407906695965e-08	2.89165975130814e-06
f24703	24703	-0.20539260527392653	4.181076731319126e-08	2.90265937143782e-06
f561	561	-0.20522221854854544	4.292380961025838e-08	2.9736308526616207e-06
f15702	15702	0.20512320324699865	4.358373491258981e-08	3.008028404035232e-06
f13930	13930	0.2051201964904367	4.360392736562302e-08	3.008028404035232e-06
f12845	12845	0.20502984378529387	4.421494833581617e-08	3.043771905605093e-06
f22702	22702	0.20499707585747257	4.443858554081658e-08	3.052753817613161e-06
f22476	22476	-0.20471479481543664	4.6410975889982004e-08	3.1815792007592686e-06
f6174	6174	0.20461328928303388	4.714071994270572e-08	3.2214882890173982e-06
f13745	13745	0.20460652118937056	4.7189769858653296e-08	3.2214882890173982e-06
f657	657	0.20442812078845451	4.850062522847707e-08	3.3040924895774148e-06
f30233	30233	-0.20440002231306897	4.871027256965506e-08	3.311490065482276e-06
f31666	31666	-0.20433804806983832	4.91757758165024e-08	3.3362149522880966e-06
f29365	29365	0.204212705513426	5.0130440723281964e-08	3.3937760468107166e-06
f18981	18981	-0.20419958982340508	5.023136543894036e-08	3.3937760468107166e-06
f30162	30162	0.2041442928401453	5.0659038608054714e-08	3.415628347960364e-06
f27925	27925	0.20376647653855576	5.3676785365589187e-08	3.611665098274387e-06
f16889	16889	-0.20361988594125838	5.489385740969257e-08	3.6859875401655865e-06
f1122	1122	-0.20358408930097535	5.5195089443479046e-08	3.6986353596808206e-06
f17761	17761	-0.2035323936700869	5.5632935666495136e-08	3.7203674202443114e-06
f989	989	0.2035184812909092	5.575134166471641e-08	3.7206923903654324e-06
f6537	6537	0.20346738173468396	5.618833652434392e-08	3.742234575670125e-06
f14957	14957	-0.20344182976540442	5.640809306854129e-08	3.749250291419799e-06
f16759	16759	0.20341757716721243	5.6617443158278207e-08	3.7555473226932395e-06
f5898	5898	-0.20321691576554227	5.8378629024647865e-08	3.8645473048073965e-06
f5236	5236	-0.20303405928750803	6.002958609679978e-08	3.96582555891116e-06
f11431	11431	-0.20292046155493074	6.107786326833965e-08	4.02696061081882e-06
f22418	22418	0.20289974853314216	6.127090078045566e-08	4.031576057779058e-06
f1691	1691	0.20284630489136032	6.177170360584455e-08	4.056383133780189e-06
f32623	32623	0.20279824902830618	6.222539665977735e-08	4.078003595495168e-06
f31868	31868	-0.20264251230715463	6.371794439754115e-08	4.167484235566125e-06
f7798	7798	0.2023977697700469	6.613367752237892e-08	4.316869213253611e-06
f27203	27203	0.20225052980245156	6.762941392095808e-08	4.4057269092682995e-06
f29589	29589	0.2019515605646155	7.076774910563731e-08	4.6010269894712765e-06
f8804	8804	0.20183848982604907	7.199098027130099e-08	4.671288003029685e-06
f21812	21812	0.20173994260449563	7.307373771024091e-08	4.725245961131481e-06
f13265	13265	0.20173658061151883	7.311095282878604e-08	4.725245961131481e-06
f28654	28654	0.20145068174874317	7.63435794230609e-08	4.924461438060747e-06
f24997	24997	0.2014120761895569	7.679053492580331e-08	4.943560409525978e-06
f27575	27575	0.20134743889387144	7.754453975912306e-08	4.982312703582243e-06
f2659	2659	0.2012695472003295	7.846266772743388e-08	5.031437761433568e-06
f11439	11439	0.20122027874968118	7.90488209286844e-08	5.0526144307845505e-06
f10698	10698	0.20121588541232535	7.910129403663557e-08	5.0526144307845505e-06
f13450	13450	-0.20097457325376186	8.203575201822873e-08	5.229858992477274e-06
f10344	10344	0.20090116902099409	8.294905329962553e-08	5.27781471557695e-06
f28711	28711	0.200806486730374	8.414161584874081e-08	5.343318736689029e-06
f16567	16567	0.20074865281587537	8.487818975083156e-08	5.379668320609765e-06
f21909	21909	-0.20070800099473843	8.539965662858204e-08	5.4022701706667495e-06
f7062	7062	0.20068426834552747	8.57055200880255e-08	5.41117241280235e-06
f3027	3027	0.20066565606630965	8.594613309224547e-08	5.415928633012884e-06
f4363	4363	0.20062846088697756	8.642893618472303e-08	5.43589900364876e-06
f27788	27788	-0.20030911416270278	9.068338231870071e-08	5.692553777431389e-06
f23674	23674	0.20027089916459145	9.120584930306513e-08	5.714403957863935e-06
f32202	32202	0.20025356964507993	9.144373186917763e-08	5.718374438719871e-06
f4736	4736	0.20017521525304022	9.252680606502311e-08	5.775082630740338e-06
f26479	26479	-0.20014063429975285	9.30087422301906e-08	5.7941263600739265e-06
f16043	16043	0.20010758913384977	9.347154013160756e-08	5.811907831181246e-06
f29501	29501	0.20008004068729945	9.385905594907448e-08	5.824949896475895e-06
f13406	13406	0.20004193410198445	9.439764895799562e-08	5.847300871560681e-06
f21488	21488	-0.20002170512614417	9.468477423485491e-08	5.854020154957973e-06
f28195	28195	0.1999750719203174	9.534989249080961e-08	5.884040069941336e-06
f21768	21768	-0.19994510567967627	9.577967323828054e-08	5.899451753142813e-06
f19334	19334	-0.19989837426913085	9.645363958398945e-08	5.929817752135396e-06
f11807	11807	-0.199465447010453	1.0291908338679994e-07	6.315454165578016e-06
f23006	23006	0.19933199130472407	1.0499518008930092e-07	6.430807590964883e-06
f16214	16214	0.19928673595132862	1.0570833181340511e-07	6.462407867279214e-06
f333	333	0.19925849421649772	1.0615574436522928e-07	6.477332603474152e-06
f15029	15029	-0.1992464060170842	1.0634780702725505e-07	6.477332603474152e-06
f5628	5628	0.1992296545181635	1.0661451708713286e-07	6.481529677015157e-06
f5153	5153	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f10279	10279	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f13374	13374	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f13676	13676	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f15311	15311	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f27871	27871	0.19907038963163284	1.0918274043429084e-07	6.540585079617628e-06
f9638	9638	-0.199070659044235	1.0917834599436606e-07	6.540585079617628e-06
f25441	25441	-0.19914516858604867	1.0796953994726418e-07	6.540585079617628e-06
f27255	27255	0.19905262507469978	1.0947287874127373e-07	6.545998705463609e-06
f16128	16128	-0.199030195060853	1.0984027893717313e-07	6.556004116964097e-06
f12105	12105	0.1990082176698696	1.102014199870204e-07	6.565600236608517e-06
f30253	30253	0.19898950312288327	1.1050984838624424e-07	6.572026700400093e-06
f1821	1821	-0.19892468835683255	1.1158449549627418e-07	6.623914399315059e-06
f13685	13685	-0.19863246224687622	1.1655629128935617e-07	6.906539878787745e-06
f16559	16559	0.1985457097022013	1.1807297842741388e-07	6.9837822330496355e-06
f5936	5936	0.19850890614870537	1.1872215267594753e-07	6.998806016186511e-06
f2525	2525	-0.19850709688467383	1.1875415481566468e-07	6.998806016186511e-06
f12798	12798	0.19839911421044557	1.206793016687228e-07	7.086773041363277e-06
f15076	15076	-0.19840497577213664	1.205740310922536e-07	7.086773041363277e-06
f24338	24338	0.19829521490052332	1.225600719973099e-07	7.178434746966081e-06
f22544	22544	0.1982887336203324	1.2267832819522112e-07	7.178434746966081e-06
f23975	23975	0.19825590380589972	1.2327902894280272e-07	7.20072588306196e-06
f8717	8717	-0.19823589166391833	1.236465914490789e-07	7.209344321358393e-06
f25376	25376	-0.19818914757358222	1.245092655353189e-07	7.2467488686702125e-06
f30114	30114	0.19814836076314568	1.252667411287909e-07	7.277908817922376e-06
f31009	31009	-0.19811307655325874	1.2592561208904474e-07	7.303239746785519e-06
f32133	32133	-0.1980001360914408	1.2805714759180185e-07	7.413739597682267e-06
f13497	13497	0.19797448755033725	1.2854604564471912e-07	7.428918560293044e-06
f19016	19016	0.19785652796222186	1.3081782010649243e-07	7.546898466988634e-06
f184	184	-0.19782060305824098	1.3151736031201005e-07	7.573920672590413e-06
f19537	19537	0.19757265783109587	1.3644483491570385e-07	7.842377397092591e-06
f4796	4796	0.1975621455187903	1.3665763835876066e-07	7.842377397092591e-06
f5357	5357	0.19754468067046402	1.370118921922759e-07	7.84896098488898e-06
f15081	15081	-0.19751097045591282	1.37698172339105e-07	7.874509094603477e-06
f29412	29412	0.19739908638034048	1.399997958409222e-07	7.992183467099893e-06
f629	629	0.1973870716181263	1.4024915398474166e-07	7.992494396125243e-06
f3340	3340	0.19721246355560818	1.439217672369493e-07	8.187549425035337e-06
f30131	30131	-0.1971831795616033	1.4454673122301293e-07	8.208851453580048e-06
f17041	17041	0.19708692171890924	1.4661952490261143e-07	8.312160193786802e-06
f30476	30476	0.19707479225121655	1.4688274425328647e-07	8.312700800849207e-06
f23486	23486	0.19699541294058726	1.4861663215903136e-07	8.396327245839897e-06
f16025	16025	-0.19694171935428867	1.4980064647346507e-07	8.448653328128233e-06
f31572	31572	-0.1969258844446124	1.5015156177939462e-07	8.453894117503784e-06
f9473	9473	0.196812557028602	1.5268625195366972e-07	8.567162849345633e-06
f18877	18877	-0.19681673597653618	1.5259205641557965e-07	8.567162849345633e-06
f18356	18356	-0.19661993065033342	1.5708957495341716e-07	8.799164430894998e-06
