feature,stat_spearman_rho,effect_spearman_rho,p_value,p_adj_bh,direction
f109,0.17622243379537866,0.17622243379537866,0.011086670568163311,0.024434267777392115,up
f8,0.17451309467605713,0.17451309467605713,0.011905577613422614,0.025398565575301575,up
f51,0.17015306090022828,0.17015306090022828,0.014239946992338633,0.029880544508513854,up
f70,-0.16227005481904658,-0.16227005481904658,0.019489891591061393,0.040237195542836425,down
f14,-0.15760120224828486,-0.15760120224828486,0.02333239192467233,0.04701484133010865,down
f76,0.15740480433045473,0.15740480433045473,0.023507420665054325,0.04701484133010865,up
f63,0.1530136177814528,0.1530136177814528,0.027726840197771354,0.0546005468509959,up
f5,-0.1519043081628123,-0.1519043081628123,0.028890048504170297,0.0558339402974235,down
f55,-0.15159142596268294,-0.15159142596268294,0.029225578124432612,0.0558339402974235,down
f42,0.15010151072397163,0.15010151072397163,0.0308693668614288,0.058107043503865974,up
f4,0.14918047221276826,0.14918047221276826,0.03192443188469322,0.05922213451073524,up
f120,-0.14774744464680772,-0.14774744464680772,0.03362694410439116,0.061489269219458124,down
f22,-0.1471067810941619,-0.1471067810941619,0.03441266839544213,0.06203974020586751,down
f71,0.14207763992931177,0.14207763992931177,0.04113822281565835,0.07313461833894817,up
f114,-0.1406188774637735,-0.1406188774637735,0.043284437014255495,0.07589599914828361,down
f69,0.1383636875797241,0.1383636875797241,0.046786750211199414,0.08092843279775033,up
f18,0.13795734706007554,0.13795734706007554,0.04744231309465665,0.08096821434821401,up
f33,-0.13728417626585782,-0.13728417626585782,0.048545226454465164,0.08176038139699396,down
f54,-0.12916549268327995,-0.12916549268327995,0.06361161505488497,0.10574398346786072,down
f117,-0.12856410871420013,-0.12856410871420013,0.06486557326735537,0.10644606895155753,down
f30,-0.1238437863442829,-0.1238437863442829,0.07542643647419597,0.12220992238857069,down
f100,-0.12296879975863971,-0.12296879975863971,0.07752933188772912,0.1240469310203666,down
f91,0.12173623351570581,0.12173623351570581,0.08057177892469272,0.12732330496741565,up
f32,-0.12109150655786345,-0.12109150655786345,0.08220114370401853,0.12831398041602893,down
f87,0.11978715348979163,0.11978715348979163,0.08557860848174983,0.1319766492248672,up
f88,-0.11541628396677217,-0.11541628396677217,0.09771483367344817,0.14889879416906387,down
f45,-0.10760235577393071,-0.10760235577393071,0.12277313286067232,0.1848818941901889,down
f101,0.10551918337653254,0.10551918337653254,0.13023114107324535,0.19383239601599309,up
f108,0.1040712566581849,0.1040712566581849,0.13561715797755072,0.19952869219685623,up
f20,-0.10332629903882924,-0.10332629903882924,0.13845398741945014,0.20138761806465474,down
f111,0.09968684245117715,0.09968684245117715,0.15296943289475098,0.22000098214076547,up
f48,-0.09851251834939286,-0.09851251834939286,0.15789020684250588,0.224554960842675,down
f6,-0.09711606143020071,-0.09711606143020071,0.1638955980572657,0.23033833428727277,down
f75,0.09673681027852873,0.09673681027852873,0.1655556777689773,0.23033833428727277,up
f50,0.09550559850399365,0.09550559850399365,0.17103158340910052,0.23539830834800932,up
f121,0.09340210908061303,0.09340210908061303,0.18069670191418225,0.24605508345760987,up
f124,0.08974504440377618,0.08974504440377618,0.1984486517045192,0.26738344650714163,up
f52,0.08563152387653411,0.08563152387653411,0.21989126785458557,0.2931883571394474,up
f28,0.08197039579450077,0.08197039579450077,0.24032127912290246,0.31712498688383006,up
f43,0.07949036415624584,0.07949036415624584,0.2548932738854136,0.3329218271156423,up
